ID,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy.Management,Biology,Chemistry,Reading,Geography,Foreign.languages,Medicine,Law,Cars,Art.exhibitions,Religion,Countryside..outdoors,Dancing,Musical.instruments,Writing,Passive.sport,Active.sport,Gardening,Celebrities,Shopping,Science.and.technology,Theatre,Fun.with.friends,Adrenaline.sports,Pets,Gender
403,5,1,3,1,1,5,5,2,1,1,1,5,1,1,1,5,1,3,5,1,1,1,NA,3,2,3,2,4,1,5,3,5,male
404,2,4,1,2,2,3,4,1,1,1,3,1,3,2,1,3,2,1,3,1,1,2,2,3,2,2,1,1,3,4,5,4,male
405,2,2,1,2,2,4,2,1,5,1,1,4,5,2,1,1,4,5,5,1,5,1,5,3,2,1,3,3,3,5,5,5,female
406,5,4,5,2,3,4,2,4,3,2,4,5,5,2,4,2,3,5,5,2,2,3,1,3,2,2,4,2,3,5,1,3,female
407,1,1,1,1,1,5,5,1,2,1,5,5,5,1,1,4,1,5,5,3,5,1,5,1,1,1,2,1,3,4,1,1,female
408,4,4,4,2,2,4,3,4,3,2,4,3,5,3,4,2,5,3,4,4,1,3,1,3,1,3,4,3,5,5,4,5,female
409,3,3,2,1,1,2,2,1,1,1,3,2,4,2,1,1,3,5,5,3,5,1,3,1,1,1,3,4,5,5,1,1,female
410,1,2,1,3,3,5,3,3,1,1,3,5,3,2,1,3,5,2,5,5,2,2,1,5,1,5,5,3,1,5,4,3,female
411,3,1,1,4,4,5,5,3,1,1,1,1,1,1,1,5,1,1,2,1,5,1,5,5,1,1,5,5,1,5,5,5,male
412,5,4,5,1,1,4,2,4,2,1,3,3,5,2,5,5,2,3,4,4,5,1,1,5,1,2,5,2,4,5,1,3,female
413,4,4,3,1,1,3,1,1,1,1,5,2,3,1,2,1,1,3,5,1,1,1,1,2,1,1,5,1,3,4,1,5,female
414,4,2,2,3,2,3,2,2,2,2,2,4,2,2,2,4,2,3,4,1,1,1,5,4,1,3,2,4,2,5,5,4,male
415,4,5,3,3,1,5,4,4,2,1,5,4,5,1,1,1,3,3,2,1,1,5,1,1,1,1,4,5,4,5,1,3,male
416,1,5,1,1,1,5,1,2,5,5,5,1,5,5,3,1,1,1,3,3,1,1,5,1,1,5,5,1,4,5,5,1,female
417,2,2,1,5,2,4,2,5,3,3,4,3,2,1,2,2,3,3,4,4,4,2,5,2,2,2,3,2,2,5,3,3,female
418,4,4,4,5,3,5,5,2,3,1,2,2,2,3,2,2,4,4,4,1,1,1,3,4,1,1,1,4,3,5,4,5,male
419,1,2,2,1,2,3,1,4,2,1,5,2,5,1,2,1,2,3,3,1,1,1,1,3,3,3,5,3,5,3,2,5,female
420,3,5,2,1,2,3,2,2,4,3,3,1,2,5,4,1,3,5,2,4,2,2,3,1,1,1,1,5,4,4,1,2,female
421,5,3,5,1,1,5,3,1,1,1,5,5,3,2,4,1,3,3,3,1,1,1,3,1,1,2,3,2,4,5,3,2,female
422,5,3,3,4,4,5,5,4,4,2,5,5,3,3,3,2,5,2,4,5,1,5,5,2,3,4,4,4,5,5,2,5,female
423,4,4,2,1,1,5,3,3,1,1,2,2,4,2,2,5,2,1,5,5,2,2,5,5,4,5,5,5,5,5,5,5,female
424,2,4,2,1,2,4,4,2,5,4,4,2,5,5,3,3,NA,4,5,2,1,2,3,1,3,3,4,5,3,5,2,5,female
425,3,NA,1,1,1,4,4,5,1,1,NA,2,1,1,1,5,1,1,5,3,1,1,2,1,2,NA,3,2,1,5,2,5,female
426,3,4,2,1,1,5,5,3,3,3,5,1,5,1,3,3,5,3,5,5,1,1,1,5,4,5,5,3,5,5,3,5,female
427,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,3,1,1,1,4,1,1,1,1,1,4,5,1,1,female
428,3,4,1,1,1,3,2,2,1,1,5,2,4,2,1,1,5,3,4,1,1,5,1,1,1,1,2,4,5,5,1,1,male
429,2,3,3,2,1,5,2,3,2,1,5,3,3,2,3,1,4,2,4,4,5,2,5,3,2,5,5,2,4,4,2,5,female
430,2,4,2,1,1,4,3,3,2,1,5,2,4,2,2,2,3,1,4,1,1,4,NA,5,1,4,3,3,5,5,4,4,female
431,4,3,2,2,2,3,2,1,3,2,5,5,5,3,2,1,2,5,5,4,2,1,1,5,3,1,4,3,3,5,4,4,female
432,2,1,2,5,5,5,5,3,3,3,2,3,4,2,1,5,2,2,4,1,1,1,4,1,3,2,2,5,4,5,4,3,male
433,5,5,4,2,3,4,5,2,3,1,4,3,5,2,2,1,3,1,4,1,5,1,4,3,1,1,1,5,3,5,1,3,male
434,3,2,4,5,2,5,4,5,1,1,3,4,4,1,1,1,2,1,1,1,1,1,2,1,1,3,2,4,2,5,2,1,female
435,5,3,2,1,5,4,2,1,5,5,3,4,4,5,3,5,3,1,4,5,1,1,4,5,1,2,4,4,3,5,4,4,male
436,2,2,1,1,3,3,2,1,4,4,1,1,4,5,1,1,1,1,3,2,1,1,3,2,2,3,5,2,4,5,2,5,female
437,2,2,1,2,3,4,3,2,5,5,2,3,2,5,1,4,2,3,3,5,1,1,2,4,1,2,4,4,2,4,1,2,male
438,1,5,NA,1,3,4,2,3,2,1,1,2,3,1,3,NA,1,1,1,2,2,2,4,2,1,2,2,2,2,5,3,1,female
439,1,5,2,1,2,4,4,3,2,1,5,2,4,2,1,1,1,2,3,1,1,4,2,1,3,4,3,5,2,4,1,4,female
440,4,3,2,3,1,5,3,5,1,1,2,4,5,2,2,4,1,1,3,1,1,1,5,5,1,3,3,1,1,5,2,1,male
441,4,4,3,1,1,4,3,3,2,1,3,4,4,2,2,3,2,1,3,4,2,1,3,3,2,4,4,3,3,5,3,3,female
442,1,5,2,2,2,2,2,2,5,5,5,4,1,5,1,1,1,1,4,5,1,1,2,5,1,2,3,3,3,5,2,5,female
443,2,2,3,3,2,3,4,2,3,3,2,3,3,2,2,2,4,3,3,2,5,2,3,4,2,4,3,4,4,5,2,5,female
444,5,5,5,3,2,3,1,3,2,1,5,4,5,2,4,1,1,5,3,2,1,1,4,1,1,1,3,2,3,5,4,1,female
445,3,5,4,4,4,4,1,2,4,3,3,3,4,4,1,2,4,2,5,3,1,2,3,4,1,1,2,3,3,5,5,1,female
446,4,2,3,1,1,4,1,5,1,1,4,4,4,1,4,1,1,1,4,5,1,1,4,5,3,5,5,3,2,5,3,5,female
447,1,4,2,3,1,5,2,5,1,1,1,3,3,1,1,3,1,1,1,1,3,1,5,3,1,1,2,2,1,5,3,2,male
448,5,4,5,3,3,3,3,5,5,4,5,5,5,5,4,1,5,5,4,1,4,5,1,1,3,1,1,3,5,3,1,4,female
449,3,3,3,4,1,2,1,5,1,1,4,1,5,1,4,3,2,1,4,1,1,1,3,1,1,3,5,3,4,5,3,4,female
450,2,2,1,3,2,3,2,2,5,5,5,3,3,5,2,2,1,2,4,3,1,1,2,1,2,2,3,3,5,5,2,NA,female
451,3,1,2,2,1,5,2,1,5,3,5,2,2,5,2,4,1,2,1,2,1,1,5,4,4,5,3,5,1,5,1,5,male
452,3,3,2,2,2,3,3,2,4,3,1,1,3,5,2,2,2,2,4,4,1,1,5,5,1,1,3,4,4,4,2,3,male
453,1,3,2,3,1,4,3,5,3,1,4,5,5,5,3,4,5,3,5,5,1,1,5,5,2,3,5,3,4,5,4,5,female
454,2,2,1,2,1,3,2,2,5,5,5,3,3,5,2,2,1,2,4,3,1,1,2,1,2,2,3,3,5,5,2,3,female
455,3,4,3,3,1,5,2,5,2,1,3,4,5,2,5,1,3,1,4,2,5,1,4,1,2,5,5,2,2,5,4,5,female
456,1,3,2,2,1,4,3,2,3,2,2,2,5,3,1,2,4,3,4,4,3,2,3,5,4,4,5,2,3,4,1,3,female
457,5,3,5,5,4,5,5,5,4,4,2,5,2,4,4,5,1,4,2,1,1,1,5,5,1,1,1,4,2,5,4,5,male
458,3,5,3,5,4,5,5,3,2,1,1,2,3,2,1,5,1,3,4,2,2,2,5,3,1,1,1,4,1,5,4,2,male
459,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,1,5,5,1,1,female
460,2,2,1,1,1,3,1,1,4,2,3,4,5,5,1,1,5,4,4,2,4,1,4,1,1,1,3,3,5,5,5,2,female
461,4,1,5,1,1,5,4,3,1,1,3,5,5,1,3,4,1,5,1,1,1,1,5,5,1,1,1,3,1,5,5,5,male
462,3,3,4,3,2,4,3,4,2,2,3,4,4,3,3,4,3,3,4,3,2,3,3,3,3,3,4,4,4,4,4,3,male
463,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,1,1,1,4,1,3,1,4,2,3,1,2,4,3,4,2,2,female
464,1,3,1,3,1,4,2,2,4,2,3,2,4,2,1,1,4,5,5,1,1,1,3,1,3,1,5,1,3,5,1,4,female
465,2,3,1,1,1,4,4,4,2,1,1,5,5,2,2,3,2,3,5,1,1,1,4,1,1,3,5,3,2,2,2,1,female
466,5,2,3,2,2,5,4,3,3,1,5,5,5,2,3,1,2,1,4,2,1,1,1,3,1,2,3,4,4,4,2,1,female
467,1,1,2,1,1,4,4,4,1,1,1,1,4,1,4,5,1,1,3,1,1,1,1,5,2,5,4,4,1,5,5,1,male
468,1,2,3,3,1,4,1,5,1,1,1,1,3,1,2,1,1,1,2,1,1,1,2,2,1,2,3,1,2,4,1,1,female
469,3,2,4,4,2,4,3,5,1,1,2,3,4,2,2,3,1,4,3,1,1,1,2,4,2,3,4,4,2,4,2,4,female
470,3,2,2,3,2,5,5,3,1,1,2,4,4,3,2,3,1,3,5,3,1,1,3,3,1,3,2,5,2,5,3,1,male
471,4,3,2,2,1,5,4,2,2,1,3,4,3,2,1,4,2,4,3,1,3,1,4,1,2,3,3,2,5,5,3,2,female
472,3,3,2,3,4,4,4,3,4,4,2,3,2,2,2,5,1,1,4,1,1,1,2,5,1,1,3,5,1,5,5,1,male
473,2,1,1,5,4,3,1,2,4,2,1,4,1,2,1,2,1,1,3,1,1,3,5,2,1,1,1,2,1,2,2,2,male
474,5,3,2,2,2,3,3,2,5,5,5,3,3,5,2,4,3,3,4,1,4,3,1,1,1,1,1,1,2,3,1,5,male
475,3,3,3,5,5,5,5,1,5,5,3,1,2,5,3,5,3,3,3,1,5,NA,2,5,1,2,3,5,4,5,5,5,male
476,4,5,3,3,2,4,2,2,3,2,5,3,3,2,3,1,2,2,4,2,5,3,3,3,1,4,2,2,3,5,2,5,female
477,3,3,1,1,1,3,3,1,4,4,5,2,3,5,1,1,5,2,3,2,1,4,2,3,2,2,3,3,2,NA,2,5,female
478,2,2,2,4,2,3,2,2,2,5,4,2,2,2,1,1,3,1,3,2,4,2,2,3,1,NA,1,3,3,4,4,4,female
479,2,2,2,1,1,4,3,5,2,2,5,5,5,2,2,4,NA,4,3,4,3,5,2,1,1,2,4,3,5,5,1,4,male
480,2,3,3,1,2,4,2,1,4,4,3,3,4,5,2,2,2,2,3,2,4,1,3,2,3,2,3,4,3,5,2,5,female
481,3,2,3,3,2,4,4,2,5,4,4,3,5,4,2,3,4,2,4,4,3,1,5,3,4,2,5,4,5,5,3,5,female
482,5,5,2,1,4,4,5,1,3,1,5,4,NA,5,1,2,5,3,4,1,4,5,1,2,1,1,1,4,3,5,1,1,male
483,4,2,4,4,2,4,4,4,3,2,3,2,1,2,3,2,2,1,2,1,1,2,3,3,1,2,1,3,2,4,2,5,male
484,3,4,1,4,4,4,2,2,NA,5,3,3,4,5,2,1,1,2,1,2,2,2,4,2,1,3,5,5,1,5,4,3,female
485,4,2,2,4,1,4,3,5,1,1,4,3,4,1,3,1,1,1,3,1,3,1,NA,3,3,2,4,1,2,5,5,1,female
486,1,1,1,1,1,5,3,3,4,1,1,3,5,1,2,1,1,3,5,1,1,1,3,1,1,4,2,4,1,3,1,1,female
487,4,5,4,3,2,3,3,4,2,2,4,2,5,3,5,1,5,2,3,4,1,1,3,4,1,5,4,3,5,4,1,1,female
488,1,5,2,1,3,5,5,2,5,3,1,2,3,5,4,5,2,5,5,5,2,1,5,5,1,5,5,5,1,5,4,1,female
489,5,2,5,3,4,4,4,3,2,2,5,4,5,3,5,4,3,1,5,1,4,2,3,5,1,1,2,5,4,4,3,3,male
490,5,4,5,1,1,4,1,2,3,1,5,5,5,3,4,1,1,2,2,3,1,3,5,5,1,3,5,5,3,5,5,2,female
491,1,5,1,1,1,5,1,5,1,1,1,1,4,3,3,1,1,3,2,4,1,1,5,5,1,4,5,1,1,4,1,1,female
492,2,3,2,2,1,3,3,2,5,2,2,3,4,5,1,1,2,2,3,5,3,1,1,5,1,3,3,3,3,4,2,2,female
493,5,5,2,3,2,4,3,1,5,2,5,5,5,4,1,1,4,4,4,5,4,5,1,2,2,4,2,2,5,5,3,5,female
494,3,1,3,2,2,5,3,2,1,1,1,2,2,1,1,5,1,1,3,2,1,1,5,3,2,2,2,5,2,5,4,5,male
495,2,4,2,4,3,4,2,4,3,2,3,3,4,4,3,2,4,2,4,1,1,1,3,3,2,3,4,2,3,5,4,1,female
496,2,2,2,2,1,3,3,4,4,2,4,3,4,3,2,1,3,2,3,3,3,1,5,1,5,4,5,3,3,5,4,4,female
497,3,3,4,3,3,3,2,4,3,3,3,4,2,3,2,2,1,3,5,2,2,1,1,1,3,2,4,2,1,4,2,2,female
498,3,5,3,1,1,3,2,3,2,1,3,2,3,1,1,1,5,3,2,3,5,3,4,4,1,1,3,3,5,5,3,1,female
499,4,4,3,1,1,5,1,1,1,1,5,3,5,4,3,2,2,3,5,4,4,1,5,1,3,1,2,2,3,5,1,5,female
500,3,NA,4,2,2,5,5,3,4,1,3,1,2,1,1,3,2,1,3,1,3,1,4,2,1,1,1,5,2,5,1,1,male
501,4,4,3,3,4,4,4,2,5,5,5,3,4,4,1,2,3,5,4,4,5,2,5,1,2,3,4,3,3,5,2,5,female
502,3,2,2,4,1,4,2,5,2,2,4,2,5,2,2,2,2,4,4,3,5,1,3,5,1,2,3,2,2,5,4,1,female
503,2,1,4,3,1,5,5,4,1,1,1,1,4,1,2,5,1,1,2,1,3,1,2,3,1,1,4,5,1,5,3,1,male
504,4,4,1,5,5,5,5,1,5,2,1,5,4,4,1,1,3,5,5,1,5,1,1,1,1,3,3,5,2,3,3,3,female
505,3,3,3,5,1,5,3,1,1,5,3,5,4,3,1,5,4,1,5,5,3,1,5,3,5,5,5,5,1,5,5,5,female
506,2,3,2,3,4,4,3,3,2,4,2,2,2,2,2,3,2,1,2,2,1,1,4,5,1,3,2,4,1,5,3,1,male
507,2,3,3,2,3,5,5,3,2,1,1,2,2,3,1,2,1,1,1,1,1,1,5,5,1,1,3,4,1,5,5,4,male
508,3,4,2,2,2,3,2,1,4,5,2,4,2,3,1,2,3,2,4,5,5,1,2,5,3,2,2,4,4,4,5,3,female
509,3,4,5,1,1,5,3,4,1,NA,3,4,5,1,2,3,1,2,5,1,5,3,5,2,1,2,2,1,2,5,1,3,male
510,5,1,1,1,1,5,5,4,1,1,4,5,5,5,4,1,1,1,4,5,5,1,4,5,1,1,5,1,1,5,5,4,female
511,3,4,2,3,5,3,5,3,3,1,3,3,4,2,3,5,3,1,5,5,1,1,5,5,1,1,3,5,5,5,5,5,male
512,2,3,1,4,5,4,5,3,3,3,2,3,5,3,2,5,3,1,5,1,2,1,2,4,1,1,3,5,4,5,5,4,male
513,1,1,5,1,1,4,3,1,1,1,5,5,5,1,5,3,3,3,5,5,5,5,1,1,3,5,5,5,2,4,1,1,female
514,2,1,4,5,3,5,5,2,1,1,3,2,3,2,1,4,2,1,2,2,1,1,5,5,3,3,2,4,3,5,5,4,male
515,3,2,1,1,1,4,3,1,1,1,2,2,3,1,3,3,2,2,4,1,5,2,2,1,1,3,3,2,3,4,1,2,male
516,3,4,3,4,1,5,4,2,1,1,1,2,4,1,1,3,4,4,5,1,2,1,5,1,3,3,5,2,4,5,3,1,male
517,5,3,1,1,2,5,5,3,3,1,1,3,5,3,3,5,3,3,5,5,NA,3,5,5,3,1,5,1,1,5,5,5,male
518,4,5,3,2,4,5,3,4,5,5,4,5,5,5,5,3,4,2,3,5,1,4,1,5,1,5,5,5,NA,5,4,2,female
519,3,4,3,1,2,3,1,1,5,5,5,2,4,5,1,1,2,3,4,4,1,1,3,5,1,3,4,2,2,5,1,5,female
520,4,2,2,2,2,4,3,2,1,2,1,3,4,2,3,3,5,1,3,1,1,1,3,5,5,1,2,2,1,5,4,2,male
521,4,3,3,3,2,5,3,2,2,2,3,3,5,3,3,2,3,3,4,4,1,1,4,4,3,3,5,3,3,5,3,3,female
522,3,4,1,1,1,5,2,1,4,4,2,1,3,4,3,2,3,3,4,3,5,3,3,1,1,4,5,3,3,5,2,4,female
523,2,3,4,1,1,4,2,3,2,1,3,4,4,2,3,2,2,2,4,3,1,1,3,4,1,2,4,3,4,5,4,5,female
524,2,1,2,NA,4,4,5,1,1,1,1,5,NA,1,1,3,1,3,4,2,1,3,5,5,1,1,3,4,1,5,3,4,male
525,3,4,1,3,2,5,2,1,5,4,3,4,3,5,1,1,3,3,5,2,1,1,5,1,1,5,3,1,4,5,5,5,female
526,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,4,3,3,2,5,3,2,4,3,4,NA,4,4,female
527,4,3,3,5,5,5,4,2,4,5,2,4,2,5,3,4,3,2,4,2,4,1,5,5,3,2,1,5,3,5,NA,5,male
528,2,2,3,5,5,5,4,4,2,2,3,4,4,2,3,2,4,3,4,4,4,3,4,5,2,2,3,3,4,3,4,5,female
529,2,3,2,5,5,5,4,2,1,1,1,2,3,3,3,5,1,3,2,1,1,1,5,5,1,1,1,5,1,5,4,1,male
530,5,3,5,1,1,5,2,2,3,1,1,3,4,2,5,2,1,1,1,1,1,1,5,1,1,2,2,2,1,4,1,3,male
531,5,5,2,3,4,5,2,4,3,3,2,4,4,4,3,1,3,5,4,5,2,1,1,1,1,2,2,4,3,3,4,2,female
532,5,5,5,3,4,5,5,5,2,2,1,5,4,1,2,3,4,4,5,2,1,2,5,3,2,1,2,4,1,5,3,1,male
533,5,3,3,1,1,5,2,3,1,1,4,4,5,1,2,1,3,1,4,5,2,3,5,3,2,3,5,3,5,5,3,1,female
534,3,4,2,3,2,5,4,3,3,2,4,3,5,2,2,3,2,2,4,2,2,2,5,5,1,1,3,4,4,5,5,1,male
535,3,3,2,1,1,3,2,3,1,1,4,2,3,3,1,1,1,1,4,2,2,1,3,1,1,2,4,4,4,3,2,5,female
536,3,5,4,3,2,5,1,5,3,2,1,3,4,2,1,5,3,5,5,3,3,4,4,4,3,3,5,5,2,5,5,5,male
537,3,5,3,1,1,5,2,1,1,1,1,2,5,1,5,5,2,2,1,1,3,1,5,5,1,5,5,1,2,5,5,5,female
538,4,5,5,2,4,5,3,3,2,2,1,5,5,3,3,4,2,3,5,1,4,1,5,4,1,1,3,5,5,5,5,1,male
539,4,2,2,1,1,4,4,2,5,5,2,4,2,5,3,2,2,3,3,1,1,1,3,1,2,3,4,2,2,5,2,5,female
540,5,4,5,1,5,5,5,2,4,4,2,4,4,5,5,3,4,2,1,1,5,4,3,4,2,3,5,5,4,3,4,1,male
541,3,4,3,3,5,5,5,1,5,3,4,1,2,5,1,5,4,4,5,1,5,4,5,3,3,3,4,5,5,5,5,5,male
542,2,2,2,1,1,4,3,2,5,5,3,1,3,3,1,2,1,2,2,2,1,1,2,1,2,3,5,3,2,5,3,3,female
543,4,4,4,2,2,5,5,4,1,1,2,3,4,2,2,4,4,3,4,4,5,2,4,5,2,4,4,4,4,5,3,2,NA
544,3,4,2,2,2,5,5,5,3,3,1,1,2,2,5,5,2,2,NA,1,1,1,2,1,1,1,3,3,4,4,2,2,male
545,3,1,2,1,1,3,1,1,5,5,3,3,2,5,1,2,3,1,3,1,1,1,1,3,3,1,4,5,4,5,4,5,male
546,3,3,1,1,1,5,3,2,2,1,1,1,1,1,1,5,3,1,3,2,1,2,3,3,1,2,5,5,5,5,5,1,male
547,3,2,3,4,4,5,5,3,2,2,2,4,5,3,2,5,5,4,5,3,5,2,5,5,3,1,3,5,5,5,5,2,male
548,5,3,5,1,1,3,3,1,2,1,5,5,5,2,2,1,4,4,3,1,5,4,5,5,2,1,1,2,5,5,5,4,male
549,2,5,2,1,1,3,1,1,4,1,1,1,3,3,2,2,1,2,3,1,1,1,3,2,2,3,3,2,2,4,1,3,female
550,2,4,2,1,1,3,1,5,2,1,1,3,4,3,1,1,2,1,2,3,1,1,2,1,3,2,4,3,1,3,1,2,female
551,3,4,4,3,1,4,2,2,3,1,5,2,5,2,3,1,3,3,5,5,5,3,4,2,2,2,4,3,1,4,3,5,female
552,4,3,1,3,1,3,2,2,3,2,3,2,4,1,1,1,2,5,5,1,5,1,5,3,3,4,3,2,1,5,1,1,female
553,4,5,5,3,1,5,2,2,4,1,5,2,5,3,5,2,5,4,4,5,5,5,5,4,2,5,5,3,5,5,3,5,female
554,2,4,4,3,1,3,2,3,2,2,1,2,4,2,4,3,1,3,4,5,4,2,4,3,1,1,5,2,3,5,5,5,female
555,2,5,3,5,3,4,4,4,3,2,2,3,3,3,3,5,3,4,5,4,3,2,4,5,2,3,3,4,2,4,3,3,male
556,1,2,1,1,1,4,1,4,1,1,3,4,4,1,1,1,3,2,5,2,1,1,3,2,2,5,5,1,1,5,2,3,female
557,2,1,1,1,1,3,2,4,1,1,2,2,4,1,1,1,1,1,4,2,1,2,4,4,1,3,5,1,1,5,2,2,female
558,5,4,1,1,1,5,4,3,2,1,3,4,5,1,2,1,3,1,4,3,3,4,3,1,1,1,5,3,4,5,5,5,female
559,3,3,2,2,2,4,2,2,3,2,4,2,4,2,2,2,5,3,4,2,1,4,2,3,1,2,4,2,5,5,1,4,female
560,1,1,1,1,1,5,2,2,1,1,1,5,2,1,1,2,1,1,4,2,1,1,3,2,1,4,3,1,3,5,1,2,female
561,1,2,3,1,2,5,NA,5,5,5,4,2,4,5,5,5,5,4,5,5,5,5,1,5,5,2,2,2,3,NA,5,5,female
562,4,4,4,2,3,4,4,2,3,1,3,5,4,2,2,2,3,4,5,2,3,2,5,5,3,2,2,3,4,4,2,3,male
563,3,1,2,1,3,5,5,3,2,2,1,4,3,1,2,5,2,1,5,3,3,1,5,5,2,3,3,2,3,5,5,3,male
564,5,2,1,1,2,5,3,3,3,3,1,4,5,3,4,4,2,1,4,2,1,1,5,5,1,4,5,4,2,4,4,4,male
565,3,1,5,2,2,3,3,5,1,1,1,1,5,1,1,4,1,1,1,1,1,1,3,5,1,1,3,5,1,5,5,3,male
566,1,3,1,2,1,5,5,2,3,NA,5,1,5,1,2,5,5,1,5,5,1,2,5,5,5,5,5,2,3,5,5,2,female
567,4,4,2,3,1,5,2,3,1,1,5,1,2,1,1,1,3,3,4,5,5,3,5,1,3,2,1,2,5,4,1,4,female
568,1,2,1,3,2,2,3,2,NA,2,1,1,2,2,1,4,2,1,3,2,3,1,4,4,1,2,3,2,2,4,5,2,male
569,1,1,1,1,1,5,4,3,2,1,2,5,5,2,1,2,1,1,5,4,2,1,5,2,2,5,5,1,1,5,2,1,female
570,4,5,4,3,4,4,3,2,3,2,2,3,4,3,5,2,2,2,3,4,5,2,5,5,3,2,4,2,3,5,3,5,female
571,4,3,2,1,1,5,3,2,2,1,1,4,5,1,1,5,1,1,5,1,2,1,5,5,1,3,5,4,3,4,4,3,male
572,1,2,1,4,3,5,5,3,4,3,4,5,5,3,4,5,2,3,4,3,2,2,3,5,1,1,3,1,2,5,5,4,male
573,2,4,2,3,1,5,1,1,5,4,2,3,3,NA,2,2,1,1,5,3,3,1,5,5,4,1,5,5,4,5,5,5,female
574,3,1,1,1,3,5,3,1,1,3,1,5,5,1,1,2,1,3,4,1,1,1,5,5,1,2,5,3,1,5,5,4,male
575,3,3,2,1,1,3,3,3,5,5,1,3,5,4,1,4,1,1,3,3,1,1,5,5,3,3,4,4,2,5,4,4,female
576,2,5,2,2,3,3,2,1,4,4,5,3,4,5,3,3,4,2,5,4,3,3,3,5,3,2,2,5,5,5,5,4,female
577,3,2,2,3,3,5,5,3,3,2,1,4,3,2,3,5,3,1,4,2,1,1,5,5,1,2,3,5,5,5,5,4,male
578,3,4,4,4,3,5,2,2,2,2,3,2,3,3,2,2,2,1,1,4,4,1,3,3,1,2,5,2,3,5,5,5,female
579,2,2,1,1,1,5,3,2,5,5,5,2,5,4,1,1,1,1,5,3,2,5,5,1,2,4,4,5,4,4,3,5,female
580,5,5,2,5,4,5,5,1,2,2,2,2,3,1,2,5,1,1,2,1,2,1,5,5,1,4,2,4,2,5,1,2,male
581,3,5,3,2,2,2,3,5,2,1,1,1,2,1,3,3,1,1,2,1,1,1,1,5,1,1,2,3,NA,3,5,NA,male
582,1,4,2,3,1,5,3,3,2,2,2,2,2,1,3,2,2,1,3,2,1,1,5,4,2,3,5,3,4,5,3,5,female
583,5,4,4,3,2,3,2,3,2,2,4,5,5,2,2,1,1,2,5,2,1,2,5,2,1,1,2,3,2,5,3,1,male
584,5,5,5,2,2,5,5,4,1,1,3,2,3,1,5,3,1,3,3,3,3,5,4,3,2,1,1,5,3,4,3,4,male
585,3,2,2,2,2,3,3,3,3,1,1,2,2,1,1,1,1,1,3,1,1,1,3,1,2,2,2,3,2,3,1,5,female
586,2,2,2,1,1,3,3,4,2,1,1,1,3,1,1,1,1,1,1,1,3,1,2,5,1,3,3,3,1,5,1,3,male
587,4,2,5,1,1,5,5,1,1,3,5,5,5,1,3,1,1,5,4,1,5,5,1,5,1,3,5,5,2,5,3,4,male
588,4,3,1,1,2,3,2,1,2,3,1,2,4,2,3,3,1,1,5,1,2,1,2,5,2,2,3,2,2,5,5,5,female
589,3,3,2,1,1,5,2,3,2,1,4,5,2,2,2,2,2,1,5,5,3,1,2,5,4,3,5,1,5,5,3,3,female
590,5,4,3,1,1,4,3,5,3,1,4,3,4,3,4,3,5,1,5,3,4,3,3,5,2,1,4,4,5,5,5,4,female
591,4,4,3,5,5,4,4,4,4,4,4,2,4,2,3,3,4,3,4,5,1,1,2,4,2,1,2,5,3,5,3,4,male
592,3,5,4,1,2,3,1,5,2,2,3,5,5,3,4,4,3,2,5,5,2,4,3,5,1,2,4,4,5,3,4,3,female
593,3,5,5,1,1,4,3,5,3,1,1,3,5,5,3,5,3,1,4,5,1,1,1,1,1,4,5,5,5,5,3,5,female
594,2,4,1,1,2,1,1,1,5,5,4,3,3,5,1,2,2,1,5,3,3,1,5,2,2,1,2,3,3,5,3,5,female
595,5,4,2,2,2,4,3,1,2,2,5,3,5,1,1,2,4,2,4,1,5,1,1,3,1,1,3,3,4,5,4,1,male
596,4,5,1,1,1,1,2,1,3,1,4,3,4,5,1,2,1,5,5,1,1,3,2,4,1,1,1,1,1,3,5,5,male
597,2,4,1,1,2,5,5,2,2,2,1,5,1,1,2,2,2,1,5,1,1,1,3,2,2,1,1,4,1,4,4,4,male
598,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,4,2,2,5,2,2,1,5,5,2,2,2,2,2,5,5,2,male
599,3,2,1,2,2,4,5,3,3,1,1,2,3,1,1,3,2,1,5,3,2,1,5,3,2,3,2,5,3,4,2,5,male
600,4,3,3,4,2,4,4,5,2,2,1,3,3,2,2,4,2,3,4,3,2,2,5,4,1,3,3,2,2,5,4,2,male
601,2,5,3,1,1,5,1,2,4,2,5,3,2,2,2,3,3,1,2,3,1,1,5,3,2,5,3,2,4,5,2,5,female
602,3,3,1,2,1,4,1,1,3,2,3,3,5,3,1,1,4,5,5,5,5,1,2,2,2,1,3,1,4,5,1,5,female
603,4,4,3,2,3,3,1,4,2,2,1,3,3,1,2,3,2,3,4,3,1,1,5,5,1,2,2,4,1,5,4,3,male
604,3,2,2,2,1,5,2,5,2,1,1,4,4,1,2,2,3,2,4,3,1,1,3,5,2,4,4,4,2,5,3,3,female
