ID,Music,Slow.songs.or.fast.songs,Dance,Folk,Country,Classical.music,Musical,Pop,Rock,Metal.or.Hardrock,Punk,Hiphop..Rap,Reggae..Ska,Swing..Jazz,Rock.n.roll,Alternative,Latino,Techno..Trance,Opera,Alcohol
615,5,3,4,1,1,3,2,4,4,1,1,1,4,5,3,1,2,5,1,social drinker
616,5,3,3,3,1,5,4,4,5,2,3,2,2,5,3,5,3,3,2,social drinker
617,3,3,4,1,5,4,1,3,5,3,2,1,4,3,5,1,4,4,1,drink a lot
618,5,3,3,2,4,5,5,3,4,1,1,1,2,2,1,1,5,1,5,drink a lot
619,5,5,5,4,2,5,5,5,5,1,1,5,5,5,1,3,5,1,5,social drinker
620,5,1,3,3,1,5,4,3,3,2,2,3,2,3,3,2,3,2,5,social drinker
621,5,3,2,1,1,5,2,4,4,1,3,4,1,1,3,3,2,2,1,drink a lot
622,4,1,4,1,2,2,2,1,3,4,1,1,1,1,2,5,2,5,1,social drinker
623,5,3,5,4,4,5,5,5,4,2,4,3,4,4,5,3,3,4,3,drink a lot
624,5,4,2,3,3,1,1,1,2,2,3,5,4,3,2,1,1,1,1,drink a lot
625,5,2,3,1,2,1,2,5,5,2,1,4,2,2,4,1,2,1,1,social drinker
626,5,4,5,3,2,3,3,5,2,1,3,4,1,2,4,3,5,2,1,social drinker
627,5,3,4,2,2,1,1,3,3,2,1,4,4,4,2,2,3,4,2,never
628,5,5,4,4,3,1,4,2,1,1,1,1,2,3,3,4,3,2,1,social drinker
629,4,4,3,1,1,2,2,3,5,5,5,4,4,3,3,3,3,2,1,social drinker
630,5,3,5,3,2,2,2,4,4,1,1,5,3,2,2,2,5,3,2,NA
631,5,5,4,1,3,2,3,5,4,3,2,4,5,4,4,2,5,5,1,social drinker
632,5,3,5,2,1,4,5,4,5,3,2,2,2,3,2,3,5,3,3,never
633,5,4,4,3,2,2,2,4,3,3,2,5,2,2,3,3,2,4,2,never
634,5,4,3,5,3,1,1,4,3,1,1,2,3,3,2,1,3,1,1,social drinker
635,5,3,3,4,2,4,4,4,3,2,2,4,3,4,3,4,3,2,3,social drinker
636,4,2,4,4,2,3,4,4,4,1,1,2,4,4,4,1,4,1,2,drink a lot
637,5,3,3,5,4,3,3,4,4,1,4,5,5,3,5,5,5,3,4,drink a lot
638,5,2,2,3,2,4,3,5,5,2,5,2,1,2,2,1,1,2,3,social drinker
639,5,3,3,3,2,2,5,5,5,3,5,4,4,3,4,3,3,1,3,social drinker
640,5,3,2,1,2,1,1,1,5,5,3,1,2,5,5,5,1,1,1,social drinker
641,5,4,5,2,2,4,3,5,5,4,5,5,2,1,1,1,1,1,1,social drinker
642,5,3,3,3,3,3,3,4,3,2,2,5,4,3,3,3,3,3,3,social drinker
643,4,3,4,4,2,5,5,3,3,2,2,2,2,1,1,3,3,3,5,social drinker
644,5,3,4,2,1,NA,3,4,5,1,1,4,1,3,4,1,5,2,4,social drinker
645,4,5,3,3,2,2,2,5,4,2,2,4,4,2,2,1,3,1,2,social drinker
646,5,4,4,2,1,4,4,3,2,1,1,4,2,3,2,4,4,5,3,never
647,4,3,3,1,2,3,4,4,4,1,1,3,2,2,3,1,3,2,2,social drinker
648,5,3,3,1,3,5,4,5,3,1,1,5,2,4,5,3,5,1,1,social drinker
649,5,4,5,5,2,2,5,4,3,1,1,3,2,2,4,1,5,2,2,never
650,5,3,5,2,2,2,2,3,3,3,3,4,4,4,4,3,3,2,2,social drinker
651,5,3,4,1,1,1,2,4,2,1,1,4,2,1,2,1,2,3,1,social drinker
652,5,4,4,2,2,3,2,3,3,2,2,4,3,3,3,3,4,4,3,social drinker
653,4,3,3,2,1,3,1,5,4,1,1,1,1,1,2,1,2,1,1,social drinker
654,5,3,3,2,2,3,2,3,5,5,2,1,3,4,5,2,4,1,4,social drinker
655,4,3,4,3,2,3,2,5,3,2,1,3,2,2,2,2,4,3,2,drink a lot
656,5,3,3,2,2,2,2,3,5,3,4,3,4,2,3,3,2,4,1,social drinker
657,5,3,2,2,2,4,2,2,5,3,3,2,1,4,4,3,1,1,4,never
658,5,3,4,1,1,1,3,5,3,1,2,4,2,1,2,2,2,1,1,never
659,5,3,5,2,2,3,2,2,2,2,1,5,2,3,2,3,2,4,1,social drinker
660,5,2,2,1,1,3,3,4,5,4,4,2,1,3,3,5,2,1,2,social drinker
661,5,3,2,2,1,3,1,4,5,3,4,3,5,4,3,3,2,1,2,social drinker
662,5,4,3,1,1,2,3,3,1,1,1,2,1,1,1,1,1,2,1,drink a lot
663,5,4,3,2,2,1,3,4,4,1,1,3,4,1,3,1,1,2,2,drink a lot
664,5,3,3,3,2,4,3,NA,3,4,5,3,4,3,3,4,3,2,2,never
665,5,2,3,4,4,3,4,1,2,1,1,1,2,3,4,3,5,1,3,never
666,5,3,1,2,1,3,1,2,5,5,5,5,5,3,5,5,3,4,4,social drinker
667,5,3,2,1,2,2,2,2,5,3,2,1,1,1,4,5,1,1,1,social drinker
668,5,3,2,1,1,5,3,1,2,1,3,5,4,4,1,2,2,1,2,social drinker
669,5,3,1,2,3,4,2,2,5,5,1,2,2,4,5,5,4,1,2,drink a lot
670,4,3,4,2,3,3,4,3,3,3,4,4,3,3,3,4,4,4,2,social drinker
671,5,3,3,2,2,2,3,3,3,3,1,2,3,3,2,2,5,2,2,social drinker
672,5,3,3,3,3,2,3,3,3,1,1,4,4,4,4,4,4,4,3,social drinker
673,3,1,2,4,2,5,5,4,4,2,2,1,1,3,2,3,3,1,5,social drinker
674,4,3,2,2,1,3,4,5,4,2,1,3,2,4,4,3,4,1,4,social drinker
675,5,4,3,3,1,3,1,3,5,3,3,4,1,1,3,1,3,1,1,social drinker
676,5,3,3,3,3,3,5,5,4,2,1,2,2,2,3,1,3,3,2,social drinker
677,5,4,2,2,1,2,2,1,2,2,1,2,1,2,1,5,2,2,2,drink a lot
678,4,3,3,2,1,3,3,4,3,2,3,3,3,2,3,1,4,1,1,social drinker
679,5,3,2,3,3,3,3,2,5,5,4,1,5,3,4,4,4,1,5,social drinker
680,5,3,2,2,1,2,2,1,5,2,5,3,5,4,5,5,2,3,1,social drinker
681,5,4,4,3,4,2,4,5,5,2,3,5,5,2,5,2,5,5,1,social drinker
682,5,5,4,3,2,4,4,3,5,5,4,4,5,4,3,4,4,4,4,drink a lot
683,4,4,4,2,3,3,3,4,4,3,4,3,4,3,4,3,2,5,2,drink a lot
684,5,3,2,5,5,3,3,5,5,4,3,3,3,3,5,1,5,1,1,never
685,5,5,5,1,1,2,3,5,4,1,2,4,2,2,3,2,4,1,1,social drinker
686,5,3,3,2,3,3,4,4,3,2,3,4,3,4,4,1,4,3,2,social drinker
687,2,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,social drinker
688,5,3,3,1,2,3,3,3,5,4,4,5,NA,3,5,3,2,1,1,social drinker
689,5,4,4,3,1,3,4,4,5,1,5,3,1,1,2,1,4,1,1,social drinker
690,5,3,3,1,2,2,1,4,4,1,2,4,2,2,2,2,4,3,2,social drinker
691,5,4,4,1,2,3,2,2,4,1,3,3,3,3,4,4,3,3,2,social drinker
692,5,3,4,2,2,2,3,3,4,4,2,4,2,4,5,5,4,2,2,drink a lot
693,5,3,2,3,3,3,3,4,5,5,4,4,3,4,4,4,2,2,2,social drinker
694,5,3,3,2,2,3,2,4,3,2,1,4,3,3,3,3,4,4,1,never
695,5,3,3,3,4,5,2,3,5,4,2,3,3,5,5,1,5,4,3,social drinker
696,5,4,4,2,2,3,5,5,4,2,2,5,3,4,4,4,4,3,4,social drinker
697,5,3,3,5,3,1,5,5,3,1,1,3,1,3,NA,1,3,3,1,social drinker
698,5,3,3,1,1,3,3,4,5,3,5,3,1,1,2,2,3,1,2,social drinker
699,5,5,5,4,1,3,3,5,3,1,1,5,5,3,2,2,5,2,2,social drinker
700,5,3,4,3,1,2,3,5,3,1,2,3,3,2,2,1,5,2,1,social drinker
701,5,3,3,3,2,1,1,1,4,2,1,4,2,1,2,1,4,1,1,never
702,5,5,5,4,3,4,2,2,2,1,1,2,2,3,3,2,3,5,4,never
703,5,2,1,3,3,5,2,4,5,5,2,1,1,2,3,3,3,1,4,social drinker
704,4,3,3,3,3,3,2,3,4,4,4,3,5,3,3,3,3,1,2,drink a lot
705,5,3,4,2,1,2,4,5,5,1,2,4,5,2,4,3,5,2,1,social drinker
706,5,4,5,1,2,4,3,3,5,3,4,3,5,4,4,5,3,3,2,social drinker
707,5,3,4,2,3,3,4,5,4,2,1,4,3,2,1,3,2,3,2,drink a lot
708,5,3,2,2,1,3,4,3,4,5,2,2,2,2,3,4,2,2,4,social drinker
709,5,4,2,1,1,2,3,5,3,1,1,5,4,1,1,4,1,4,1,NA
710,5,3,3,2,2,2,2,3,5,5,3,4,3,4,4,5,4,2,2,drink a lot
711,4,4,4,3,3,2,2,5,4,1,2,4,5,3,2,2,2,1,1,drink a lot
712,4,3,3,3,4,2,2,4,4,2,3,2,4,2,4,1,4,1,1,social drinker
713,5,3,2,2,2,2,4,4,3,1,1,1,1,3,2,2,4,1,3,never
714,5,3,3,4,4,3,3,3,4,1,5,4,5,5,5,5,4,2,2,social drinker
715,5,3,5,3,3,1,3,3,5,1,1,4,5,1,3,3,3,3,1,social drinker
716,4,3,2,3,3,3,4,2,5,5,4,1,4,3,3,2,3,1,3,never
717,5,3,2,4,5,5,3,2,3,2,1,4,5,3,3,2,2,3,3,drink a lot
718,5,3,1,1,1,4,3,4,4,2,1,1,1,3,3,3,1,1,1,social drinker
719,5,4,3,2,2,4,3,5,5,4,5,2,3,5,3,3,2,NA,4,social drinker
720,4,3,3,1,3,3,1,5,3,3,2,2,3,2,2,2,2,3,1,social drinker
721,4,3,4,2,1,5,3,3,2,4,2,4,4,5,3,5,4,2,4,social drinker
722,5,3,3,5,1,5,3,4,4,1,1,1,1,3,3,4,3,1,2,social drinker
723,5,3,3,3,2,5,3,5,5,2,2,4,3,5,4,5,5,2,2,drink a lot
724,5,3,4,2,3,3,4,5,4,1,1,2,1,4,3,2,2,1,2,social drinker
725,4,3,5,3,3,2,5,5,3,2,2,3,3,3,4,2,5,2,3,social drinker
726,5,4,4,2,2,4,1,4,2,1,1,4,1,4,2,4,3,3,1,drink a lot
727,5,3,2,4,2,1,1,5,2,1,1,5,5,3,2,1,2,4,1,drink a lot
728,5,2,2,1,3,1,1,5,5,3,3,2,2,3,3,1,5,5,1,never
729,5,4,5,1,3,2,5,5,2,1,1,5,2,2,3,3,2,3,1,social drinker
730,5,3,2,2,2,5,4,4,5,4,3,4,4,3,5,4,3,3,3,social drinker
731,5,4,1,2,1,3,3,1,5,5,5,3,3,4,2,4,1,1,2,never
732,5,3,3,2,2,3,2,4,4,1,2,4,3,4,4,5,3,2,2,social drinker
733,5,4,2,1,1,4,2,3,3,2,2,4,3,4,3,2,3,2,2,social drinker
734,4,3,3,5,5,5,4,3,4,2,1,1,4,4,4,3,5,1,4,social drinker
735,5,3,3,4,5,5,5,3,2,2,1,1,2,3,3,2,4,1,5,social drinker
736,2,1,1,3,2,4,2,1,1,1,1,1,1,1,2,1,1,1,3,never
737,4,3,5,2,4,5,5,4,5,4,3,2,2,4,5,2,5,2,4,social drinker
738,5,1,3,2,1,3,4,3,4,2,1,1,1,4,5,4,4,3,2,drink a lot
739,5,5,4,1,1,1,1,3,5,4,2,5,1,1,4,1,1,NA,2,drink a lot
740,5,5,3,3,4,4,4,4,5,5,3,1,2,2,5,2,3,3,4,drink a lot
741,4,3,5,2,2,2,2,4,4,2,1,5,2,3,3,3,3,2,1,social drinker
742,5,3,3,5,1,5,3,3,3,1,1,1,2,5,4,4,4,1,5,social drinker
743,5,3,1,3,4,5,3,2,4,2,1,3,4,2,3,4,5,5,2,drink a lot
744,2,3,2,2,2,2,2,2,4,4,4,3,3,3,3,4,2,1,1,drink a lot
745,5,4,2,3,NA,5,4,2,5,4,5,1,3,3,5,5,NA,NA,3,social drinker
746,5,3,3,4,3,2,2,3,4,2,2,1,3,2,3,2,NA,5,2,social drinker
747,5,3,3,1,2,3,3,4,5,2,3,1,NA,3,4,4,4,2,2,drink a lot
748,5,3,4,3,1,5,4,4,2,4,3,5,4,5,2,5,3,3,5,social drinker
749,5,3,3,3,3,5,4,3,4,4,5,3,3,3,3,3,3,3,3,never
750,5,3,2,4,4,1,1,1,5,3,3,1,1,3,5,5,1,1,1,social drinker
751,5,3,5,5,2,5,3,3,3,1,1,5,1,5,4,5,5,1,4,social drinker
752,5,3,2,4,1,5,5,5,5,3,4,1,2,3,3,3,4,2,5,social drinker
753,5,4,5,2,1,3,4,5,3,1,3,4,2,4,2,2,5,4,2,social drinker
754,5,3,3,2,2,4,3,3,4,2,2,1,3,2,5,5,3,1,2,social drinker
755,4,4,2,1,3,2,1,4,3,2,3,4,3,3,3,2,4,3,3,drink a lot
756,5,3,2,2,3,3,3,3,5,5,4,1,4,4,5,2,3,1,1,social drinker
757,5,4,3,NA,4,NA,3,4,5,5,5,2,5,3,4,4,3,4,2,drink a lot
758,5,3,5,3,3,5,5,2,3,1,2,5,5,5,3,2,5,5,3,drink a lot
759,5,5,4,1,1,2,1,3,1,1,1,3,1,1,2,2,1,5,1,social drinker
760,5,3,5,4,3,5,5,5,4,3,3,3,3,4,5,4,4,2,5,social drinker
761,5,3,5,2,2,2,2,5,5,4,4,2,3,2,4,4,2,3,2,social drinker
762,5,4,3,1,1,1,1,4,1,1,2,5,5,1,1,3,1,2,1,drink a lot
763,5,3,4,1,1,1,1,3,3,1,3,4,5,1,3,5,1,3,1,social drinker
764,5,3,3,2,1,3,3,3,5,3,5,1,1,3,3,4,1,3,3,never
765,5,2,3,1,2,3,4,5,3,1,2,2,2,3,3,2,4,1,3,social drinker
766,5,3,2,1,2,4,3,4,5,5,5,2,2,3,5,4,2,2,1,social drinker
767,5,5,5,5,5,4,4,4,4,5,4,4,4,4,5,3,4,4,4,drink a lot
768,1,1,2,3,4,3,3,2,2,5,2,2,2,3,4,4,3,2,3,never
769,4,3,3,1,2,3,1,4,3,2,2,5,3,3,3,3,3,3,1,social drinker
770,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,never
771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,social drinker
772,5,2,2,4,4,4,2,3,5,5,4,2,3,2,3,2,2,1,4,drink a lot
773,5,4,3,1,2,4,3,4,2,1,1,4,1,1,4,2,4,1,2,social drinker
774,5,4,4,2,2,2,2,3,5,5,3,4,3,5,4,4,4,2,2,drink a lot
775,3,3,2,1,1,4,3,2,2,1,1,2,2,3,3,2,3,1,4,social drinker
776,5,3,2,1,1,4,3,3,4,1,2,4,2,2,3,4,4,5,4,social drinker
777,5,3,NA,5,1,3,3,4,5,1,1,3,1,3,5,2,5,5,3,social drinker
778,5,5,3,1,2,3,2,5,3,1,1,5,3,3,3,3,3,3,2,social drinker
779,5,3,2,1,1,1,3,5,2,1,1,3,2,1,2,1,1,1,1,social drinker
780,5,3,3,3,4,4,4,3,3,2,2,4,2,5,3,4,2,3,3,social drinker
781,5,3,3,1,2,2,3,4,4,1,2,3,3,3,3,2,4,4,2,social drinker
782,4,2,4,1,2,3,2,3,3,1,1,1,1,4,4,1,3,2,3,social drinker
783,5,3,2,3,4,4,4,3,5,5,5,2,5,5,5,5,4,2,3,social drinker
784,5,3,2,5,2,4,5,4,5,4,1,2,3,3,3,2,3,4,3,drink a lot
785,4,3,4,3,1,4,4,4,3,1,1,3,3,5,2,2,3,4,3,social drinker
786,4,4,3,3,3,3,4,5,2,3,3,4,3,3,2,3,3,1,3,social drinker
787,5,3,3,2,2,4,3,4,5,4,1,2,2,5,5,4,4,3,2,social drinker
788,5,3,2,2,1,2,4,5,2,2,1,5,3,2,3,3,3,3,1,drink a lot
789,5,3,2,1,2,3,3,4,3,2,3,4,4,2,2,4,3,1,2,social drinker
790,5,5,4,3,3,5,3,5,4,1,2,4,1,1,1,3,3,4,4,drink a lot
791,5,5,3,2,2,4,1,2,5,5,4,2,1,1,5,5,1,4,1,never
792,5,3,3,1,1,3,1,3,2,1,1,4,3,5,3,4,3,3,2,social drinker
793,5,4,3,2,2,3,1,3,4,3,2,4,3,3,1,1,3,3,1,social drinker
794,2,3,3,1,2,3,3,3,2,4,2,5,3,4,3,3,4,4,2,never
795,4,5,3,1,1,1,1,5,2,1,1,5,1,1,1,1,1,1,1,social drinker
796,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,drink a lot
797,3,5,3,2,2,4,3,5,1,4,3,4,4,2,4,3,4,2,3,social drinker
798,5,1,5,1,2,3,4,2,2,1,1,5,2,2,2,2,1,3,1,social drinker
799,5,3,3,2,1,4,3,4,5,3,3,3,3,2,2,3,2,2,2,social drinker
800,5,3,1,2,3,4,5,2,4,5,4,1,1,2,4,4,2,2,4,social drinker
801,5,3,4,1,1,2,4,4,3,1,4,4,1,1,3,1,1,1,1,never
802,4,5,5,1,1,1,1,4,5,3,2,1,1,1,5,3,1,4,1,drink a lot
803,5,5,5,3,2,2,2,5,4,4,3,5,3,1,3,3,2,4,2,drink a lot
804,5,5,2,1,1,2,4,3,5,4,5,1,1,2,3,2,1,1,2,social drinker
805,5,1,4,1,1,4,4,5,5,3,4,4,4,4,4,2,2,2,2,social drinker
806,5,4,4,3,1,3,5,5,5,5,5,3,4,2,5,4,3,3,3,social drinker
807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,social drinker
808,3,3,1,3,3,5,5,3,2,2,2,1,1,1,3,1,1,1,4,never
809,5,4,3,1,2,3,2,5,5,3,4,3,2,1,2,2,2,3,1,drink a lot
810,4,3,4,1,1,2,1,2,2,2,1,4,1,1,3,1,1,1,1,drink a lot
811,5,3,2,3,4,5,5,1,5,5,3,1,3,4,5,4,2,1,5,social drinker
812,5,3,2,3,3,4,2,3,5,4,4,3,2,3,4,4,2,1,4,social drinker
813,5,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,never
814,5,4,2,1,1,1,1,2,2,3,1,2,1,1,3,1,1,1,1,never
815,5,4,4,3,1,5,4,4,3,2,3,5,4,3,NA,1,2,5,4,social drinker
816,5,5,2,3,4,3,1,2,5,5,3,5,4,4,5,2,4,2,2,social drinker
817,5,4,3,3,1,4,3,4,5,5,5,4,4,5,5,5,4,3,2,drink a lot
818,3,4,1,1,1,1,2,5,5,2,2,5,4,4,5,1,1,1,2,drink a lot
819,4,4,3,3,1,4,1,4,4,4,3,2,1,1,3,3,1,4,1,social drinker
820,5,5,3,1,2,2,1,4,2,1,2,3,2,1,1,2,5,2,1,social drinker
821,5,3,2,2,2,4,5,3,5,2,2,4,4,4,4,5,3,1,4,social drinker
822,5,3,2,2,2,5,4,4,5,5,5,1,3,4,5,5,2,1,4,never
823,5,4,3,1,1,2,3,5,4,1,3,5,4,3,3,3,4,1,2,drink a lot
824,5,2,3,2,2,3,1,3,2,1,1,5,2,2,1,3,3,3,1,never
825,5,3,1,1,2,5,1,3,5,3,2,1,3,2,5,3,2,1,5,social drinker
826,4,3,1,3,1,4,2,2,5,4,2,1,2,2,2,4,2,1,2,drink a lot
827,5,3,3,3,1,4,4,4,5,3,3,3,3,5,5,3,4,1,4,drink a lot
828,5,3,3,4,3,4,5,4,5,3,3,2,4,3,5,5,2,1,2,drink a lot
829,1,3,4,1,2,1,2,4,5,3,4,5,2,1,3,3,4,4,1,social drinker
830,5,3,1,2,2,5,4,3,5,5,4,3,2,4,4,4,2,1,3,social drinker
831,5,3,4,2,1,3,2,4,3,1,1,5,4,4,3,3,5,2,3,drink a lot
832,5,NA,4,2,4,4,4,5,4,3,4,5,4,4,5,3,4,3,4,social drinker
833,5,3,3,4,5,5,5,2,5,3,4,1,4,4,5,3,4,1,5,social drinker
834,3,3,2,1,1,4,3,3,4,1,1,1,1,5,3,5,2,2,4,social drinker
835,4,3,4,3,2,4,4,3,5,4,2,2,2,2,3,2,2,2,3,social drinker
836,4,3,3,2,2,2,3,5,4,1,1,1,4,3,3,3,3,1,1,social drinker
837,5,3,2,1,1,2,3,4,5,5,5,4,3,5,4,3,1,1,3,social drinker
838,5,3,4,3,2,5,3,2,5,5,4,2,4,5,5,4,5,1,3,social drinker
839,5,5,4,1,1,1,2,5,4,1,1,4,5,3,4,4,4,2,1,social drinker
840,4,3,4,2,1,2,4,4,3,1,2,3,3,3,4,4,4,1,2,drink a lot
841,5,4,2,3,3,1,4,5,5,1,1,4,3,3,2,2,4,1,2,social drinker
842,5,5,4,3,3,2,1,4,4,3,4,5,2,2,2,3,2,5,1,social drinker
843,NA,5,4,2,1,3,3,4,5,1,4,1,3,2,2,5,2,2,1,social drinker
844,5,4,4,2,3,3,3,4,4,2,2,5,3,2,2,1,3,3,2,social drinker
845,5,4,2,5,4,5,5,2,3,2,3,2,3,5,4,4,3,4,5,never
846,4,4,3,1,1,1,3,5,1,1,1,4,2,2,1,1,3,1,1,drink a lot
847,5,3,5,2,2,3,3,4,2,1,1,4,2,4,2,2,3,5,3,social drinker
848,5,2,3,4,2,5,5,5,5,2,2,1,4,4,5,5,2,1,4,drink a lot
849,5,2,2,1,1,3,1,3,5,3,4,1,4,2,3,5,1,2,1,drink a lot
850,3,2,1,4,4,5,3,2,2,1,1,1,2,4,2,1,3,1,5,never
851,4,3,4,1,2,3,4,4,2,1,1,4,4,3,3,1,1,1,1,social drinker
852,5,5,3,1,1,2,2,2,2,1,2,5,3,2,2,2,2,5,1,social drinker
853,5,4,2,1,2,2,1,2,2,1,1,5,3,2,2,2,3,3,1,social drinker
854,5,3,4,4,2,3,4,3,3,1,1,2,3,2,2,2,3,1,4,social drinker
855,5,2,4,2,1,1,2,3,3,1,1,5,3,3,2,2,2,1,1,drink a lot
856,5,4,5,3,3,3,2,5,4,3,4,5,4,2,3,2,4,4,2,social drinker
857,5,3,3,2,1,3,4,4,5,3,3,3,3,5,3,2,4,3,3,drink a lot
858,5,4,4,2,3,3,5,4,3,1,2,2,3,3,3,4,2,5,2,social drinker
859,3,1,3,3,2,5,NA,2,3,3,1,1,5,5,5,3,1,1,1,social drinker
860,5,3,4,4,2,3,3,4,3,2,2,5,3,3,3,2,3,4,2,drink a lot
861,5,3,4,3,3,3,3,3,4,4,3,4,3,3,1,3,2,5,3,social drinker
862,5,3,3,2,1,3,1,3,5,1,2,1,3,3,3,4,1,2,1,drink a lot
863,5,4,4,2,2,3,2,5,4,3,1,4,3,4,2,3,5,4,2,social drinker
864,5,5,3,2,2,4,4,3,2,1,1,2,2,3,3,4,1,5,2,social drinker
865,5,3,3,2,3,3,4,3,5,4,4,4,3,3,4,4,2,3,3,drink a lot
866,4,2,4,3,2,3,4,3,4,2,3,4,2,1,2,4,3,2,2,social drinker
867,4,3,2,3,3,4,4,2,5,4,4,3,4,2,4,4,1,1,3,drink a lot
868,5,3,4,2,4,2,3,4,3,1,1,1,3,1,3,3,4,1,1,social drinker
869,5,4,3,4,3,2,4,4,NA,3,2,5,2,2,3,1,3,2,2,drink a lot
870,5,3,2,1,2,5,4,4,5,3,3,2,1,3,5,5,2,1,1,drink a lot
871,5,4,4,2,1,2,1,5,3,3,2,3,1,1,1,2,3,4,1,never
872,5,3,3,2,1,4,3,3,5,4,2,2,3,4,5,4,2,3,3,drink a lot
873,5,3,2,3,1,3,3,3,5,3,2,2,2,3,2,5,1,4,1,social drinker
874,4,4,4,2,2,3,3,3,4,2,1,3,3,3,3,3,2,4,3,drink a lot
875,5,3,5,1,1,1,2,3,2,1,2,3,2,2,2,2,5,3,1,drink a lot
876,5,3,3,1,1,1,NA,3,2,1,1,4,1,1,1,3,1,4,1,social drinker
877,5,3,3,1,2,3,1,4,1,1,1,5,5,4,4,1,3,3,1,social drinker
878,5,3,1,3,5,3,1,1,5,3,4,3,3,4,5,5,2,1,1,social drinker
879,4,2,2,2,2,4,5,4,4,2,2,5,4,4,4,3,2,4,3,never
880,4,5,5,1,4,2,1,2,4,5,3,2,1,2,4,4,2,5,2,social drinker
881,5,3,5,1,2,1,2,3,2,1,3,4,2,2,2,1,5,4,1,drink a lot
882,5,3,1,1,3,5,5,4,5,2,2,1,1,4,5,5,2,1,1,drink a lot
883,5,4,4,1,1,2,1,2,4,3,5,3,2,2,3,2,1,4,1,social drinker
884,5,3,3,1,1,2,3,4,3,1,1,2,3,4,3,3,4,3,1,drink a lot
885,5,3,4,2,1,4,1,4,5,3,4,3,4,4,4,5,1,4,1,drink a lot
886,3,4,3,2,2,2,3,4,4,4,1,5,4,2,3,1,1,3,1,social drinker
887,5,5,3,2,1,3,1,3,4,5,4,1,1,1,3,4,1,2,1,drink a lot
888,4,3,3,2,4,NA,3,2,5,3,2,4,3,2,3,2,1,3,2,drink a lot
889,5,3,3,2,1,2,2,4,4,3,2,2,1,2,4,2,5,2,2,social drinker
890,5,3,3,3,4,5,3,3,4,3,2,2,3,3,5,4,2,2,2,social drinker
891,5,3,5,1,2,3,2,4,3,1,1,4,2,2,3,1,1,4,1,social drinker
892,5,3,4,3,2,1,3,4,4,2,2,2,4,1,3,2,2,3,1,social drinker
893,5,3,3,3,2,2,3,3,5,3,2,3,2,2,3,1,2,1,2,social drinker
894,5,3,2,3,4,3,2,2,4,3,2,4,3,2,3,2,2,3,4,social drinker
895,5,4,3,1,1,2,3,3,5,3,2,2,4,3,4,2,2,1,1,social drinker
896,4,4,4,2,3,2,2,3,3,1,NA,4,3,3,2,1,2,3,2,social drinker
897,5,3,2,3,4,3,4,2,5,3,3,1,2,4,4,4,3,1,2,drink a lot
898,5,3,2,2,3,1,2,4,3,1,2,3,2,3,2,4,3,2,3,never
899,5,3,2,2,1,3,2,2,5,2,3,1,3,5,5,5,3,1,1,social drinker
900,5,3,2,NA,2,2,1,3,3,2,2,5,3,3,1,3,1,1,1,social drinker
901,5,2,2,1,2,3,4,3,3,1,1,2,4,4,2,1,3,1,3,social drinker
902,4,3,1,2,2,2,2,3,3,1,2,1,2,3,3,2,2,1,2,never
903,5,3,1,2,2,3,1,2,3,2,3,5,4,3,3,2,2,2,1,never
904,5,5,2,4,3,2,1,1,5,5,4,2,3,5,4,4,3,1,1,drink a lot
905,3,3,2,1,2,2,5,5,3,1,1,2,2,2,3,1,5,1,2,social drinker
906,5,3,4,3,3,2,2,4,4,1,3,5,3,3,3,2,2,3,2,social drinker
907,5,3,5,3,1,5,5,2,1,1,1,2,3,4,3,5,5,5,4,drink a lot
908,5,4,4,3,2,2,3,5,3,2,3,3,3,2,2,1,3,1,1,drink a lot
909,5,2,3,2,3,2,1,4,4,3,3,2,2,3,2,2,2,3,2,social drinker
910,5,3,4,3,2,3,4,4,3,2,3,4,4,2,5,3,2,2,3,drink a lot
911,5,4,2,1,1,3,4,4,5,1,1,4,4,5,5,5,4,1,2,social drinker
912,5,3,2,2,1,4,5,3,5,5,4,1,1,3,4,5,4,1,5,social drinker
913,5,4,4,2,1,1,1,4,3,2,4,3,3,2,4,2,3,3,2,social drinker
914,5,3,4,4,2,4,3,3,4,1,3,1,2,4,4,4,2,3,4,drink a lot
915,5,4,2,3,1,5,3,3,5,4,4,2,3,4,5,5,5,2,4,drink a lot
916,4,4,5,2,3,1,3,4,4,3,1,4,2,2,3,3,3,4,1,social drinker
917,4,3,2,2,1,3,1,3,5,4,4,1,3,3,5,4,1,1,1,social drinker
918,5,4,2,2,2,3,2,2,5,4,4,2,2,2,4,4,2,3,2,social drinker
919,4,3,2,2,1,2,4,4,5,5,5,3,4,NA,NA,2,4,1,3,social drinker
920,5,1,3,2,1,3,1,3,4,4,3,3,3,3,3,5,5,1,2,drink a lot
921,4,4,3,3,3,3,5,3,4,3,3,2,3,3,5,1,3,1,3,social drinker
922,5,3,4,2,2,1,1,4,3,2,3,4,2,3,2,3,2,3,2,never
