ID,Music,Slow.songs.or.fast.songs,Dance,Folk,Country,Classical.music,Musical,Pop,Rock,Metal.or.Hardrock,Punk,Hiphop..Rap,Reggae..Ska,Swing..Jazz,Rock.n.roll,Alternative,Latino,Techno..Trance,Opera,Education
602,5,3,1,4,3,4,3,2,4,1,2,1,1,4,5,5,4,1,2,secondary school
603,4,4,4,2,3,2,2,5,4,4,2,3,1,4,4,3,3,3,1,secondary school
604,5,4,3,2,2,3,4,4,4,2,2,5,3,4,2,4,4,4,2,secondary school
605,5,3,3,2,2,1,3,4,4,1,5,4,4,2,2,5,2,1,1,secondary school
606,5,3,1,5,5,2,3,3,5,3,4,1,3,3,4,1,1,1,2,college/bachelor degree
607,4,3,3,2,1,2,2,5,4,1,2,2,1,2,3,2,2,1,2,secondary school
608,3,3,3,1,3,3,3,4,3,3,3,1,3,3,4,1,4,1,2,secondary school
609,3,4,2,4,2,4,2,5,1,NA,4,4,4,4,4,4,4,1,5,secondary school
610,4,3,3,2,2,5,2,3,3,2,2,5,2,3,2,3,2,4,3,currently a primary school pupil
611,5,4,3,2,2,3,2,4,5,4,2,2,2,4,5,4,2,3,2,secondary school
612,5,3,3,2,1,1,1,5,3,1,1,3,2,1,2,1,1,3,1,secondary school
613,5,3,5,1,1,3,2,3,4,3,3,4,4,3,2,3,5,5,3,secondary school
614,5,2,3,2,2,2,1,3,4,3,1,5,2,4,3,4,4,3,1,secondary school
615,5,3,4,1,1,3,2,4,4,1,1,1,4,5,3,1,2,5,1,secondary school
616,5,3,3,3,1,5,4,4,5,2,3,2,2,5,3,5,3,3,2,secondary school
617,3,3,4,1,5,4,1,3,5,3,2,1,4,3,5,1,4,4,1,secondary school
618,5,3,3,2,4,5,5,3,4,1,1,1,2,2,1,1,5,1,5,secondary school
619,5,5,5,4,2,5,5,5,5,1,1,5,5,5,1,3,5,1,5,college/bachelor degree
620,5,1,3,3,1,5,4,3,3,2,2,3,2,3,3,2,3,2,5,secondary school
621,5,3,2,1,1,5,2,4,4,1,3,4,1,1,3,3,2,2,1,secondary school
622,4,1,4,1,2,2,2,1,3,4,1,1,1,1,2,5,2,5,1,secondary school
623,5,3,5,4,4,5,5,5,4,2,4,3,4,4,5,3,3,4,3,primary school
624,5,4,2,3,3,1,1,1,2,2,3,5,4,3,2,1,1,1,1,secondary school
625,5,2,3,1,2,1,2,5,5,2,1,4,2,2,4,1,2,1,1,secondary school
626,5,4,5,3,2,3,3,5,2,1,3,4,1,2,4,3,5,2,1,secondary school
627,5,3,4,2,2,1,1,3,3,2,1,4,4,4,2,2,3,4,2,secondary school
628,5,5,4,4,3,1,4,2,1,1,1,1,2,3,3,4,3,2,1,college/bachelor degree
629,4,4,3,1,1,2,2,3,5,5,5,4,4,3,3,3,3,2,1,secondary school
630,5,3,5,3,2,2,2,4,4,1,1,5,3,2,2,2,5,3,2,college/bachelor degree
631,5,5,4,1,3,2,3,5,4,3,2,4,5,4,4,2,5,5,1,secondary school
632,5,3,5,2,1,4,5,4,5,3,2,2,2,3,2,3,5,3,3,secondary school
633,5,4,4,3,2,2,2,4,3,3,2,5,2,2,3,3,2,4,2,primary school
634,5,4,3,5,3,1,1,4,3,1,1,2,3,3,2,1,3,1,1,secondary school
635,5,3,3,4,2,4,4,4,3,2,2,4,3,4,3,4,3,2,3,secondary school
636,4,2,4,4,2,3,4,4,4,1,1,2,4,4,4,1,4,1,2,masters degree
637,5,3,3,5,4,3,3,4,4,1,4,5,5,3,5,5,5,3,4,doctorate degree
638,5,2,2,3,2,4,3,5,5,2,5,2,1,2,2,1,1,2,3,masters degree
639,5,3,3,3,2,2,5,5,5,3,5,4,4,3,4,3,3,1,3,secondary school
640,5,3,2,1,2,1,1,1,5,5,3,1,2,5,5,5,1,1,1,primary school
641,5,4,5,2,2,4,3,5,5,4,5,5,2,1,1,1,1,1,1,college/bachelor degree
642,5,3,3,3,3,3,3,4,3,2,2,5,4,3,3,3,3,3,3,secondary school
643,4,3,4,4,2,5,5,3,3,2,2,2,2,1,1,3,3,3,5,secondary school
644,5,3,4,2,1,NA,3,4,5,1,1,4,1,3,4,1,5,2,4,secondary school
645,4,5,3,3,2,2,2,5,4,2,2,4,4,2,2,1,3,1,2,primary school
646,5,4,4,2,1,4,4,3,2,1,1,4,2,3,2,4,4,5,3,secondary school
647,4,3,3,1,2,3,4,4,4,1,1,3,2,2,3,1,3,2,2,secondary school
648,5,3,3,1,3,5,4,5,3,1,1,5,2,4,5,3,5,1,1,secondary school
649,5,4,5,5,2,2,5,4,3,1,1,3,2,2,4,1,5,2,2,masters degree
650,5,3,5,2,2,2,2,3,3,3,3,4,4,4,4,3,3,2,2,currently a primary school pupil
651,5,3,4,1,1,1,2,4,2,1,1,4,2,1,2,1,2,3,1,secondary school
652,5,4,4,2,2,3,2,3,3,2,2,4,3,3,3,3,4,4,3,secondary school
653,4,3,3,2,1,3,1,5,4,1,1,1,1,1,2,1,2,1,1,secondary school
654,5,3,3,2,2,3,2,3,5,5,2,1,3,4,5,2,4,1,4,college/bachelor degree
655,4,3,4,3,2,3,2,5,3,2,1,3,2,2,2,2,4,3,2,secondary school
656,5,3,3,2,2,2,2,3,5,3,4,3,4,2,3,3,2,4,1,secondary school
657,5,3,2,2,2,4,2,2,5,3,3,2,1,4,4,3,1,1,4,secondary school
658,5,3,4,1,1,1,3,5,3,1,2,4,2,1,2,2,2,1,1,college/bachelor degree
659,5,3,5,2,2,3,2,2,2,2,1,5,2,3,2,3,2,4,1,secondary school
660,5,2,2,1,1,3,3,4,5,4,4,2,1,3,3,5,2,1,2,secondary school
661,5,3,2,2,1,3,1,4,5,3,4,3,5,4,3,3,2,1,2,college/bachelor degree
662,5,4,3,1,1,2,3,3,1,1,1,2,1,1,1,1,1,2,1,secondary school
663,5,4,3,2,2,1,3,4,4,1,1,3,4,1,3,1,1,2,2,secondary school
664,5,3,3,3,2,4,3,NA,3,4,5,3,4,3,3,4,3,2,2,masters degree
665,5,2,3,4,4,3,4,1,2,1,1,1,2,3,4,3,5,1,3,masters degree
666,5,3,1,2,1,3,1,2,5,5,5,5,5,3,5,5,3,4,4,secondary school
667,5,3,2,1,2,2,2,2,5,3,2,1,1,1,4,5,1,1,1,secondary school
668,5,3,2,1,1,5,3,1,2,1,3,5,4,4,1,2,2,1,2,secondary school
669,5,3,1,2,3,4,2,2,5,5,1,2,2,4,5,5,4,1,2,doctorate degree
670,4,3,4,2,3,3,4,3,3,3,4,4,3,3,3,4,4,4,2,college/bachelor degree
671,5,3,3,2,2,2,3,3,3,3,1,2,3,3,2,2,5,2,2,secondary school
672,5,3,3,3,3,2,3,3,3,1,1,4,4,4,4,4,4,4,3,college/bachelor degree
673,3,1,2,4,2,5,5,4,4,2,2,1,1,3,2,3,3,1,5,masters degree
674,4,3,2,2,1,3,4,5,4,2,1,3,2,4,4,3,4,1,4,secondary school
675,5,4,3,3,1,3,1,3,5,3,3,4,1,1,3,1,3,1,1,college/bachelor degree
676,5,3,3,3,3,3,5,5,4,2,1,2,2,2,3,1,3,3,2,secondary school
677,5,4,2,2,1,2,2,1,2,2,1,2,1,2,1,5,2,2,2,college/bachelor degree
678,4,3,3,2,1,3,3,4,3,2,3,3,3,2,3,1,4,1,1,secondary school
679,5,3,2,3,3,3,3,2,5,5,4,1,5,3,4,4,4,1,5,college/bachelor degree
680,5,3,2,2,1,2,2,1,5,2,5,3,5,4,5,5,2,3,1,secondary school
681,5,4,4,3,4,2,4,5,5,2,3,5,5,2,5,2,5,5,1,college/bachelor degree
682,5,5,4,3,2,4,4,3,5,5,4,4,5,4,3,4,4,4,4,masters degree
683,4,4,4,2,3,3,3,4,4,3,4,3,4,3,4,3,2,5,2,secondary school
684,5,3,2,5,5,3,3,5,5,4,3,3,3,3,5,1,5,1,1,secondary school
685,5,5,5,1,1,2,3,5,4,1,2,4,2,2,3,2,4,1,1,secondary school
686,5,3,3,2,3,3,4,4,3,2,3,4,3,4,4,1,4,3,2,secondary school
687,2,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,college/bachelor degree
688,5,3,3,1,2,3,3,3,5,4,4,5,NA,3,5,3,2,1,1,college/bachelor degree
689,5,4,4,3,1,3,4,4,5,1,5,3,1,1,2,1,4,1,1,secondary school
690,5,3,3,1,2,2,1,4,4,1,2,4,2,2,2,2,4,3,2,secondary school
691,5,4,4,1,2,3,2,2,4,1,3,3,3,3,4,4,3,3,2,secondary school
692,5,3,4,2,2,2,3,3,4,4,2,4,2,4,5,5,4,2,2,college/bachelor degree
693,5,3,2,3,3,3,3,4,5,5,4,4,3,4,4,4,2,2,2,college/bachelor degree
694,5,3,3,2,2,3,2,4,3,2,1,4,3,3,3,3,4,4,1,secondary school
695,5,3,3,3,4,5,2,3,5,4,2,3,3,5,5,1,5,4,3,college/bachelor degree
696,5,4,4,2,2,3,5,5,4,2,2,5,3,4,4,4,4,3,4,college/bachelor degree
697,5,3,3,5,3,1,5,5,3,1,1,3,1,3,NA,1,3,3,1,primary school
698,5,3,3,1,1,3,3,4,5,3,5,3,1,1,2,2,3,1,2,secondary school
699,5,5,5,4,1,3,3,5,3,1,1,5,5,3,2,2,5,2,2,secondary school
700,5,3,4,3,1,2,3,5,3,1,2,3,3,2,2,1,5,2,1,secondary school
701,5,3,3,3,2,1,1,1,4,2,1,4,2,1,2,1,4,1,1,college/bachelor degree
702,5,5,5,4,3,4,2,2,2,1,1,2,2,3,3,2,3,5,4,college/bachelor degree
703,5,2,1,3,3,5,2,4,5,5,2,1,1,2,3,3,3,1,4,secondary school
704,4,3,3,3,3,3,2,3,4,4,4,3,5,3,3,3,3,1,2,secondary school
705,5,3,4,2,1,2,4,5,5,1,2,4,5,2,4,3,5,2,1,secondary school
706,5,4,5,1,2,4,3,3,5,3,4,3,5,4,4,5,3,3,2,college/bachelor degree
707,5,3,4,2,3,3,4,5,4,2,1,4,3,2,1,3,2,3,2,secondary school
708,5,3,2,2,1,3,4,3,4,5,2,2,2,2,3,4,2,2,4,secondary school
709,5,4,2,1,1,2,3,5,3,1,1,5,4,1,1,4,1,4,1,secondary school
710,5,3,3,2,2,2,2,3,5,5,3,4,3,4,4,5,4,2,2,college/bachelor degree
711,4,4,4,3,3,2,2,5,4,1,2,4,5,3,2,2,2,1,1,secondary school
712,4,3,3,3,4,2,2,4,4,2,3,2,4,2,4,1,4,1,1,secondary school
713,5,3,2,2,2,2,4,4,3,1,1,1,1,3,2,2,4,1,3,secondary school
714,5,3,3,4,4,3,3,3,4,1,5,4,5,5,5,5,4,2,2,college/bachelor degree
715,5,3,5,3,3,1,3,3,5,1,1,4,5,1,3,3,3,3,1,masters degree
716,4,3,2,3,3,3,4,2,5,5,4,1,4,3,3,2,3,1,3,secondary school
717,5,3,2,4,5,5,3,2,3,2,1,4,5,3,3,2,2,3,3,secondary school
718,5,3,1,1,1,4,3,4,4,2,1,1,1,3,3,3,1,1,1,primary school
719,5,4,3,2,2,4,3,5,5,4,5,2,3,5,3,3,2,NA,4,secondary school
720,4,3,3,1,3,3,1,5,3,3,2,2,3,2,2,2,2,3,1,secondary school
721,4,3,4,2,1,5,3,3,2,4,2,4,4,5,3,5,4,2,4,secondary school
722,5,3,3,5,1,5,3,4,4,1,1,1,1,3,3,4,3,1,2,college/bachelor degree
723,5,3,3,3,2,5,3,5,5,2,2,4,3,5,4,5,5,2,2,college/bachelor degree
724,5,3,4,2,3,3,4,5,4,1,1,2,1,4,3,2,2,1,2,secondary school
725,4,3,5,3,3,2,5,5,3,2,2,3,3,3,4,2,5,2,3,primary school
726,5,4,4,2,2,4,1,4,2,1,1,4,1,4,2,4,3,3,1,secondary school
727,5,3,2,4,2,1,1,5,2,1,1,5,5,3,2,1,2,4,1,secondary school
728,5,2,2,1,3,1,1,5,5,3,3,2,2,3,3,1,5,5,1,secondary school
729,5,4,5,1,3,2,5,5,2,1,1,5,2,2,3,3,2,3,1,primary school
730,5,3,2,2,2,5,4,4,5,4,3,4,4,3,5,4,3,3,3,secondary school
731,5,4,1,2,1,3,3,1,5,5,5,3,3,4,2,4,1,1,2,primary school
732,5,3,3,2,2,3,2,4,4,1,2,4,3,4,4,5,3,2,2,college/bachelor degree
733,5,4,2,1,1,4,2,3,3,2,2,4,3,4,3,2,3,2,2,secondary school
734,4,3,3,5,5,5,4,3,4,2,1,1,4,4,4,3,5,1,4,college/bachelor degree
735,5,3,3,4,5,5,5,3,2,2,1,1,2,3,3,2,4,1,5,secondary school
736,2,1,1,3,2,4,2,1,1,1,1,1,1,1,2,1,1,1,3,masters degree
737,4,3,5,2,4,5,5,4,5,4,3,2,2,4,5,2,5,2,4,college/bachelor degree
738,5,1,3,2,1,3,4,3,4,2,1,1,1,4,5,4,4,3,2,college/bachelor degree
739,5,5,4,1,1,1,1,3,5,4,2,5,1,1,4,1,1,NA,2,college/bachelor degree
740,5,5,3,3,4,4,4,4,5,5,3,1,2,2,5,2,3,3,4,college/bachelor degree
741,4,3,5,2,2,2,2,4,4,2,1,5,2,3,3,3,3,2,1,secondary school
742,5,3,3,5,1,5,3,3,3,1,1,1,2,5,4,4,4,1,5,secondary school
743,5,3,1,3,4,5,3,2,4,2,1,3,4,2,3,4,5,5,2,masters degree
744,2,3,2,2,2,2,2,2,4,4,4,3,3,3,3,4,2,1,1,college/bachelor degree
745,5,4,2,3,NA,5,4,2,5,4,5,1,3,3,5,5,NA,NA,3,secondary school
746,5,3,3,4,3,2,2,3,4,2,2,1,3,2,3,2,NA,5,2,college/bachelor degree
747,5,3,3,1,2,3,3,4,5,2,3,1,NA,3,4,4,4,2,2,secondary school
748,5,3,4,3,1,5,4,4,2,4,3,5,4,5,2,5,3,3,5,secondary school
749,5,3,3,3,3,5,4,3,4,4,5,3,3,3,3,3,3,3,3,currently a primary school pupil
750,5,3,2,4,4,1,1,1,5,3,3,1,1,3,5,5,1,1,1,secondary school
751,5,3,5,5,2,5,3,3,3,1,1,5,1,5,4,5,5,1,4,college/bachelor degree
752,5,3,2,4,1,5,5,5,5,3,4,1,2,3,3,3,4,2,5,secondary school
753,5,4,5,2,1,3,4,5,3,1,3,4,2,4,2,2,5,4,2,college/bachelor degree
754,5,3,3,2,2,4,3,3,4,2,2,1,3,2,5,5,3,1,2,secondary school
755,4,4,2,1,3,2,1,4,3,2,3,4,3,3,3,2,4,3,3,college/bachelor degree
756,5,3,2,2,3,3,3,3,5,5,4,1,4,4,5,2,3,1,1,masters degree
757,5,4,3,NA,4,NA,3,4,5,5,5,2,5,3,4,4,3,4,2,secondary school
758,5,3,5,3,3,5,5,2,3,1,2,5,5,5,3,2,5,5,3,college/bachelor degree
759,5,5,4,1,1,2,1,3,1,1,1,3,1,1,2,2,1,5,1,college/bachelor degree
760,5,3,5,4,3,5,5,5,4,3,3,3,3,4,5,4,4,2,5,secondary school
761,5,3,5,2,2,2,2,5,5,4,4,2,3,2,4,4,2,3,2,college/bachelor degree
762,5,4,3,1,1,1,1,4,1,1,2,5,5,1,1,3,1,2,1,secondary school
763,5,3,4,1,1,1,1,3,3,1,3,4,5,1,3,5,1,3,1,college/bachelor degree
764,5,3,3,2,1,3,3,3,5,3,5,1,1,3,3,4,1,3,3,college/bachelor degree
765,5,2,3,1,2,3,4,5,3,1,2,2,2,3,3,2,4,1,3,college/bachelor degree
766,5,3,2,1,2,4,3,4,5,5,5,2,2,3,5,4,2,2,1,secondary school
767,5,5,5,5,5,4,4,4,4,5,4,4,4,4,5,3,4,4,4,secondary school
768,1,1,2,3,4,3,3,2,2,5,2,2,2,3,4,4,3,2,3,masters degree
769,4,3,3,1,2,3,1,4,3,2,2,5,3,3,3,3,3,3,1,masters degree
770,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,secondary school
771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,college/bachelor degree
772,5,2,2,4,4,4,2,3,5,5,4,2,3,2,3,2,2,1,4,secondary school
773,5,4,3,1,2,4,3,4,2,1,1,4,1,1,4,2,4,1,2,secondary school
774,5,4,4,2,2,2,2,3,5,5,3,4,3,5,4,4,4,2,2,college/bachelor degree
775,3,3,2,1,1,4,3,2,2,1,1,2,2,3,3,2,3,1,4,secondary school
776,5,3,2,1,1,4,3,3,4,1,2,4,2,2,3,4,4,5,4,college/bachelor degree
777,5,3,NA,5,1,3,3,4,5,1,1,3,1,3,5,2,5,5,3,masters degree
778,5,5,3,1,2,3,2,5,3,1,1,5,3,3,3,3,3,3,2,secondary school
779,5,3,2,1,1,1,3,5,2,1,1,3,2,1,2,1,1,1,1,secondary school
780,5,3,3,3,4,4,4,3,3,2,2,4,2,5,3,4,2,3,3,secondary school
781,5,3,3,1,2,2,3,4,4,1,2,3,3,3,3,2,4,4,2,secondary school
782,4,2,4,1,2,3,2,3,3,1,1,1,1,4,4,1,3,2,3,secondary school
783,5,3,2,3,4,4,4,3,5,5,5,2,5,5,5,5,4,2,3,secondary school
784,5,3,2,5,2,4,5,4,5,4,1,2,3,3,3,2,3,4,3,secondary school
785,4,3,4,3,1,4,4,4,3,1,1,3,3,5,2,2,3,4,3,secondary school
786,4,4,3,3,3,3,4,5,2,3,3,4,3,3,2,3,3,1,3,college/bachelor degree
787,5,3,3,2,2,4,3,4,5,4,1,2,2,5,5,4,4,3,2,secondary school
788,5,3,2,2,1,2,4,5,2,2,1,5,3,2,3,3,3,3,1,primary school
789,5,3,2,1,2,3,3,4,3,2,3,4,4,2,2,4,3,1,2,primary school
790,5,5,4,3,3,5,3,5,4,1,2,4,1,1,1,3,3,4,4,college/bachelor degree
791,5,5,3,2,2,4,1,2,5,5,4,2,1,1,5,5,1,4,1,secondary school
792,5,3,3,1,1,3,1,3,2,1,1,4,3,5,3,4,3,3,2,secondary school
793,5,4,3,2,2,3,1,3,4,3,2,4,3,3,1,1,3,3,1,masters degree
794,2,3,3,1,2,3,3,3,2,4,2,5,3,4,3,3,4,4,2,doctorate degree
795,4,5,3,1,1,1,1,5,2,1,1,5,1,1,1,1,1,1,1,secondary school
796,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,secondary school
797,3,5,3,2,2,4,3,5,1,4,3,4,4,2,4,3,4,2,3,doctorate degree
798,5,1,5,1,2,3,4,2,2,1,1,5,2,2,2,2,1,3,1,secondary school
799,5,3,3,2,1,4,3,4,5,3,3,3,3,2,2,3,2,2,2,secondary school
800,5,3,1,2,3,4,5,2,4,5,4,1,1,2,4,4,2,2,4,secondary school
801,5,3,4,1,1,2,4,4,3,1,4,4,1,1,3,1,1,1,1,secondary school
802,4,5,5,1,1,1,1,4,5,3,2,1,1,1,5,3,1,4,1,secondary school
803,5,5,5,3,2,2,2,5,4,4,3,5,3,1,3,3,2,4,2,secondary school
804,5,5,2,1,1,2,4,3,5,4,5,1,1,2,3,2,1,1,2,secondary school
805,5,1,4,1,1,4,4,5,5,3,4,4,4,4,4,2,2,2,2,secondary school
806,5,4,4,3,1,3,5,5,5,5,5,3,4,2,5,4,3,3,3,primary school
807,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,secondary school
808,3,3,1,3,3,5,5,3,2,2,2,1,1,1,3,1,1,1,4,secondary school
809,5,4,3,1,2,3,2,5,5,3,4,3,2,1,2,2,2,3,1,college/bachelor degree
810,4,3,4,1,1,2,1,2,2,2,1,4,1,1,3,1,1,1,1,secondary school
811,5,3,2,3,4,5,5,1,5,5,3,1,3,4,5,4,2,1,5,college/bachelor degree
812,5,3,2,3,3,4,2,3,5,4,4,3,2,3,4,4,2,1,4,secondary school
813,5,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,secondary school
814,5,4,2,1,1,1,1,2,2,3,1,2,1,1,3,1,1,1,1,secondary school
815,5,4,4,3,1,5,4,4,3,2,3,5,4,3,NA,1,2,5,4,secondary school
816,5,5,2,3,4,3,1,2,5,5,3,5,4,4,5,2,4,2,2,secondary school
817,5,4,3,3,1,4,3,4,5,5,5,4,4,5,5,5,4,3,2,secondary school
818,3,4,1,1,1,1,2,5,5,2,2,5,4,4,5,1,1,1,2,primary school
819,4,4,3,3,1,4,1,4,4,4,3,2,1,1,3,3,1,4,1,secondary school
820,5,5,3,1,2,2,1,4,2,1,2,3,2,1,1,2,5,2,1,secondary school
821,5,3,2,2,2,4,5,3,5,2,2,4,4,4,4,5,3,1,4,secondary school
822,5,3,2,2,2,5,4,4,5,5,5,1,3,4,5,5,2,1,4,secondary school
823,5,4,3,1,1,2,3,5,4,1,3,5,4,3,3,3,4,1,2,secondary school
824,5,2,3,2,2,3,1,3,2,1,1,5,2,2,1,3,3,3,1,secondary school
825,5,3,1,1,2,5,1,3,5,3,2,1,3,2,5,3,2,1,5,college/bachelor degree
826,4,3,1,3,1,4,2,2,5,4,2,1,2,2,2,4,2,1,2,college/bachelor degree
827,5,3,3,3,1,4,4,4,5,3,3,3,3,5,5,3,4,1,4,secondary school
828,5,3,3,4,3,4,5,4,5,3,3,2,4,3,5,5,2,1,2,secondary school
829,1,3,4,1,2,1,2,4,5,3,4,5,2,1,3,3,4,4,1,college/bachelor degree
830,5,3,1,2,2,5,4,3,5,5,4,3,2,4,4,4,2,1,3,college/bachelor degree
831,5,3,4,2,1,3,2,4,3,1,1,5,4,4,3,3,5,2,3,secondary school
832,5,NA,4,2,4,4,4,5,4,3,4,5,4,4,5,3,4,3,4,NA
833,5,3,3,4,5,5,5,2,5,3,4,1,4,4,5,3,4,1,5,secondary school
834,3,3,2,1,1,4,3,3,4,1,1,1,1,5,3,5,2,2,4,secondary school
835,4,3,4,3,2,4,4,3,5,4,2,2,2,2,3,2,2,2,3,secondary school
836,4,3,3,2,2,2,3,5,4,1,1,1,4,3,3,3,3,1,1,secondary school
837,5,3,2,1,1,2,3,4,5,5,5,4,3,5,4,3,1,1,3,secondary school
838,5,3,4,3,2,5,3,2,5,5,4,2,4,5,5,4,5,1,3,secondary school
839,5,5,4,1,1,1,2,5,4,1,1,4,5,3,4,4,4,2,1,college/bachelor degree
840,4,3,4,2,1,2,4,4,3,1,2,3,3,3,4,4,4,1,2,masters degree
841,5,4,2,3,3,1,4,5,5,1,1,4,3,3,2,2,4,1,2,college/bachelor degree
842,5,5,4,3,3,2,1,4,4,3,4,5,2,2,2,3,2,5,1,secondary school
843,NA,5,4,2,1,3,3,4,5,1,4,1,3,2,2,5,2,2,1,college/bachelor degree
844,5,4,4,2,3,3,3,4,4,2,2,5,3,2,2,1,3,3,2,secondary school
845,5,4,2,5,4,5,5,2,3,2,3,2,3,5,4,4,3,4,5,masters degree
846,4,4,3,1,1,1,3,5,1,1,1,4,2,2,1,1,3,1,1,secondary school
847,5,3,5,2,2,3,3,4,2,1,1,4,2,4,2,2,3,5,3,secondary school
848,5,2,3,4,2,5,5,5,5,2,2,1,4,4,5,5,2,1,4,secondary school
849,5,2,2,1,1,3,1,3,5,3,4,1,4,2,3,5,1,2,1,college/bachelor degree
850,3,2,1,4,4,5,3,2,2,1,1,1,2,4,2,1,3,1,5,college/bachelor degree
851,4,3,4,1,2,3,4,4,2,1,1,4,4,3,3,1,1,1,1,secondary school
852,5,5,3,1,1,2,2,2,2,1,2,5,3,2,2,2,2,5,1,college/bachelor degree
853,5,4,2,1,2,2,1,2,2,1,1,5,3,2,2,2,3,3,1,secondary school
854,5,3,4,4,2,3,4,3,3,1,1,2,3,2,2,2,3,1,4,masters degree
855,5,2,4,2,1,1,2,3,3,1,1,5,3,3,2,2,2,1,1,college/bachelor degree
856,5,4,5,3,3,3,2,5,4,3,4,5,4,2,3,2,4,4,2,college/bachelor degree
857,5,3,3,2,1,3,4,4,5,3,3,3,3,5,3,2,4,3,3,secondary school
858,5,4,4,2,3,3,5,4,3,1,2,2,3,3,3,4,2,5,2,secondary school
859,3,1,3,3,2,5,NA,2,3,3,1,1,5,5,5,3,1,1,1,secondary school
860,5,3,4,4,2,3,3,4,3,2,2,5,3,3,3,2,3,4,2,secondary school
861,5,3,4,3,3,3,3,3,4,4,3,4,3,3,1,3,2,5,3,secondary school
862,5,3,3,2,1,3,1,3,5,1,2,1,3,3,3,4,1,2,1,secondary school
863,5,4,4,2,2,3,2,5,4,3,1,4,3,4,2,3,5,4,2,college/bachelor degree
864,5,5,3,2,2,4,4,3,2,1,1,2,2,3,3,4,1,5,2,secondary school
865,5,3,3,2,3,3,4,3,5,4,4,4,3,3,4,4,2,3,3,secondary school
866,4,2,4,3,2,3,4,3,4,2,3,4,2,1,2,4,3,2,2,secondary school
867,4,3,2,3,3,4,4,2,5,4,4,3,4,2,4,4,1,1,3,college/bachelor degree
868,5,3,4,2,4,2,3,4,3,1,1,1,3,1,3,3,4,1,1,masters degree
869,5,4,3,4,3,2,4,4,NA,3,2,5,2,2,3,1,3,2,2,secondary school
870,5,3,2,1,2,5,4,4,5,3,3,2,1,3,5,5,2,1,1,secondary school
871,5,4,4,2,1,2,1,5,3,3,2,3,1,1,1,2,3,4,1,masters degree
872,5,3,3,2,1,4,3,3,5,4,2,2,3,4,5,4,2,3,3,college/bachelor degree
873,5,3,2,3,1,3,3,3,5,3,2,2,2,3,2,5,1,4,1,secondary school
874,4,4,4,2,2,3,3,3,4,2,1,3,3,3,3,3,2,4,3,secondary school
875,5,3,5,1,1,1,2,3,2,1,2,3,2,2,2,2,5,3,1,secondary school
876,5,3,3,1,1,1,NA,3,2,1,1,4,1,1,1,3,1,4,1,secondary school
877,5,3,3,1,2,3,1,4,1,1,1,5,5,4,4,1,3,3,1,secondary school
878,5,3,1,3,5,3,1,1,5,3,4,3,3,4,5,5,2,1,1,secondary school
879,4,2,2,2,2,4,5,4,4,2,2,5,4,4,4,3,2,4,3,secondary school
880,4,5,5,1,4,2,1,2,4,5,3,2,1,2,4,4,2,5,2,secondary school
881,5,3,5,1,2,1,2,3,2,1,3,4,2,2,2,1,5,4,1,secondary school
882,5,3,1,1,3,5,5,4,5,2,2,1,1,4,5,5,2,1,1,secondary school
883,5,4,4,1,1,2,1,2,4,3,5,3,2,2,3,2,1,4,1,primary school
884,5,3,3,1,1,2,3,4,3,1,1,2,3,4,3,3,4,3,1,secondary school
885,5,3,4,2,1,4,1,4,5,3,4,3,4,4,4,5,1,4,1,college/bachelor degree
886,3,4,3,2,2,2,3,4,4,4,1,5,4,2,3,1,1,3,1,secondary school
887,5,5,3,2,1,3,1,3,4,5,4,1,1,1,3,4,1,2,1,secondary school
888,4,3,3,2,4,NA,3,2,5,3,2,4,3,2,3,2,1,3,2,secondary school
889,5,3,3,2,1,2,2,4,4,3,2,2,1,2,4,2,5,2,2,college/bachelor degree
890,5,3,3,3,4,5,3,3,4,3,2,2,3,3,5,4,2,2,2,college/bachelor degree
891,5,3,5,1,2,3,2,4,3,1,1,4,2,2,3,1,1,4,1,secondary school
892,5,3,4,3,2,1,3,4,4,2,2,2,4,1,3,2,2,3,1,secondary school
893,5,3,3,3,2,2,3,3,5,3,2,3,2,2,3,1,2,1,2,secondary school
894,5,3,2,3,4,3,2,2,4,3,2,4,3,2,3,2,2,3,4,primary school
895,5,4,3,1,1,2,3,3,5,3,2,2,4,3,4,2,2,1,1,secondary school
896,4,4,4,2,3,2,2,3,3,1,NA,4,3,3,2,1,2,3,2,secondary school
897,5,3,2,3,4,3,4,2,5,3,3,1,2,4,4,4,3,1,2,college/bachelor degree
898,5,3,2,2,3,1,2,4,3,1,2,3,2,3,2,4,3,2,3,college/bachelor degree
899,5,3,2,2,1,3,2,2,5,2,3,1,3,5,5,5,3,1,1,masters degree
900,5,3,2,NA,2,2,1,3,3,2,2,5,3,3,1,3,1,1,1,secondary school
901,5,2,2,1,2,3,4,3,3,1,1,2,4,4,2,1,3,1,3,secondary school
902,4,3,1,2,2,2,2,3,3,1,2,1,2,3,3,2,2,1,2,secondary school
