ID,supVar,Music,Slow.songs.or.fast.songs,Dance,Folk,Country,Classical.music,Musical,Pop,Rock,Metal.or.Hardrock,Punk,Hiphop..Rap,Reggae..Ska,Swing..Jazz,Rock.n.roll,Alternative,Latino,Techno..Trance,Opera,Age,Gender,Village...town,Education
512,A,5,3,3,1,2,3,2,3,3,1,1,4,4,4,3,3,2,1,1,19,male,city,secondary school
513,A,5,1,2,4,1,2,1,1,1,1,1,1,1,2,1,3,NA,4,2,22,female,village,college/bachelor degree
514,A,5,4,3,1,1,2,3,3,4,5,5,3,2,1,3,3,3,3,1,20,male,village,secondary school
515,A,5,3,1,5,5,2,2,3,5,1,1,1,2,1,5,3,2,1,2,22,male,city,college/bachelor degree
516,A,5,4,4,3,3,3,4,4,5,5,3,1,2,3,3,4,2,1,2,19,male,city,secondary school
517,A,5,5,5,3,1,2,3,5,4,4,3,5,3,2,3,3,2,4,3,22,male,city,secondary school
518,A,5,3,3,1,1,4,4,4,4,3,3,4,3,1,1,3,4,4,4,17,female,village,secondary school
519,A,5,4,4,2,2,3,2,5,4,1,2,4,3,3,2,2,5,4,4,18,female,city,secondary school
520,A,5,4,4,3,1,2,1,1,2,2,1,4,4,2,2,2,2,4,1,19,male,city,primary school
521,A,5,3,3,1,2,2,2,4,2,1,1,4,4,2,2,2,4,2,1,23,female,city,masters degree
522,A,5,3,5,5,1,5,4,5,3,2,2,3,3,4,4,2,5,3,3,20,female,city,secondary school
523,A,5,3,4,2,2,3,3,4,3,1,2,3,3,3,3,3,4,4,3,18,female,city,secondary school
524,A,5,3,5,2,1,2,1,1,3,1,1,2,3,3,4,2,2,3,1,19,male,village,college/bachelor degree
525,A,5,3,2,1,2,4,2,2,5,5,5,2,5,NA,3,5,2,1,3,19,female,city,secondary school
526,A,3,4,3,3,3,3,3,3,5,1,3,3,3,3,3,3,3,1,3,28,female,village,masters degree
527,A,5,4,3,1,1,2,2,4,4,4,4,5,5,3,4,3,3,1,1,21,male,village,college/bachelor degree
528,A,4,5,3,1,3,2,3,4,4,1,NA,2,4,4,4,4,4,2,1,23,female,city,masters degree
529,A,5,4,3,1,1,5,3,5,5,1,2,5,1,3,5,1,1,3,2,20,male,city,secondary school
530,A,5,2,1,2,2,2,1,3,5,3,2,1,1,2,3,4,3,1,2,20,male,city,secondary school
531,A,5,3,3,5,2,3,3,5,2,1,1,1,1,1,1,4,3,1,1,28,female,city,secondary school
532,A,5,4,2,5,4,5,2,2,5,4,3,1,2,3,5,5,2,1,1,22,male,village,secondary school
533,A,5,3,4,2,1,3,3,4,4,2,1,2,4,5,3,3,4,4,2,19,female,city,secondary school
534,A,5,3,3,1,2,2,2,3,5,2,3,2,2,3,5,5,3,3,2,21,male,city,college/bachelor degree
535,A,5,3,3,3,1,3,3,4,3,1,1,4,4,4,3,NA,4,2,2,21,female,city,secondary school
536,A,5,1,3,3,4,4,4,5,5,3,4,4,3,4,5,1,4,4,1,17,male,village,secondary school
537,A,5,5,2,1,1,1,2,4,2,2,1,5,3,1,1,1,3,5,1,19,female,city,college/bachelor degree
538,A,5,3,3,2,1,4,3,3,4,1,3,3,3,1,3,5,1,2,3,25,male,city,masters degree
539,A,5,3,3,2,1,3,3,4,4,4,4,4,2,1,3,3,3,3,2,20,female,village,secondary school
540,A,5,3,3,2,2,5,1,4,5,4,1,1,1,1,3,4,1,1,4,26,male,city,college/bachelor degree
541,A,5,3,3,5,1,5,5,5,5,1,2,4,4,2,5,3,3,3,5,21,male,city,secondary school
542,A,5,4,3,2,2,2,3,3,2,2,2,4,3,2,2,2,3,1,1,20,female,city,secondary school
543,A,5,3,5,2,1,2,2,4,4,3,5,5,5,4,3,5,4,2,2,29,NA,city,masters degree
544,A,5,4,4,1,1,4,2,4,4,4,3,3,2,5,4,4,4,4,2,25,male,city,masters degree
545,A,5,4,2,3,1,4,5,2,5,4,3,2,2,2,4,5,3,1,3,21,male,city,masters degree
546,A,5,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,1,20,male,village,secondary school
547,A,5,3,3,2,2,5,5,4,5,3,3,2,5,5,5,4,5,1,5,27,male,village,masters degree
548,A,5,4,1,4,2,5,3,1,4,5,2,2,2,1,4,3,1,1,5,21,male,village,secondary school
549,A,4,3,1,3,3,3,1,2,5,1,2,1,2,1,4,4,1,1,1,20,female,city,secondary school
550,A,5,4,5,1,2,2,3,5,3,1,1,5,3,3,1,2,4,4,2,NA,female,village,college/bachelor degree
551,A,5,3,2,5,4,3,3,3,5,2,2,1,3,3,5,4,2,1,2,17,female,village,primary school
552,A,5,4,3,3,3,2,2,4,2,1,1,1,1,1,1,1,2,1,2,16,female,village,secondary school
553,A,5,3,2,3,1,3,3,2,4,2,1,1,4,5,3,5,5,2,2,19,female,city,secondary school
554,A,3,3,4,4,2,2,2,3,2,1,1,3,1,1,1,3,2,3,2,18,female,village,secondary school
555,A,4,3,3,4,2,3,4,3,3,2,2,3,1,2,3,2,3,3,1,19,male,village,college/bachelor degree
556,A,5,5,5,3,1,1,2,5,1,1,2,4,5,3,1,2,4,2,1,21,female,village,college/bachelor degree
557,A,5,3,3,1,1,3,3,4,1,1,1,4,1,1,NA,1,1,2,1,16,female,city,secondary school
558,A,5,3,2,3,3,2,3,4,4,2,2,2,4,4,4,3,3,1,2,20,female,city,college/bachelor degree
559,A,NA,2,3,1,2,2,4,4,2,1,1,1,2,2,3,2,5,2,2,19,female,city,primary school
560,A,5,3,5,2,2,1,2,2,4,2,1,5,3,1,2,1,1,1,1,20,female,village,secondary school
561,A,5,5,4,3,3,4,3,4,3,4,4,4,4,3,4,3,4,2,3,16,female,village,currently a primary school pupil
562,A,5,3,4,3,3,4,2,4,4,1,3,5,3,4,4,2,4,4,3,20,male,city,secondary school
563,A,5,5,5,3,2,2,2,4,3,3,3,5,1,2,2,2,NA,1,1,18,male,village,currently a primary school pupil
564,A,5,4,4,1,3,3,1,4,5,2,3,5,3,1,3,3,1,2,1,20,male,village,secondary school
565,A,5,5,5,1,1,1,1,1,5,1,5,3,3,1,2,1,1,2,1,20,male,village,college/bachelor degree
566,A,5,3,5,2,2,2,3,4,2,1,2,2,2,2,2,2,2,3,3,16,female,city,primary school
567,A,5,3,3,2,2,2,3,2,2,1,1,4,3,1,2,1,3,2,1,19,female,village,secondary school
568,A,5,4,4,2,2,1,1,3,3,2,2,3,4,2,3,2,2,2,1,19,male,city,secondary school
569,A,5,4,5,2,1,2,1,5,3,1,1,3,1,1,1,3,3,3,1,23,female,city,college/bachelor degree
570,A,5,3,4,4,2,3,2,3,3,2,2,2,3,1,2,3,3,2,1,20,female,city,college/bachelor degree
571,A,5,3,3,1,1,2,1,3,3,1,2,2,1,1,3,2,2,1,1,23,male,village,secondary school
572,A,3,5,4,2,1,2,3,4,1,3,2,5,3,2,1,1,NA,4,1,19,male,village,currently a primary school pupil
573,A,5,3,3,1,1,4,3,3,3,3,1,2,2,1,2,1,1,1,2,22,female,city,college/bachelor degree
574,A,4,3,3,1,1,1,1,2,4,3,3,3,1,1,3,4,1,4,1,17,male,city,primary school
575,A,5,5,5,3,1,1,3,3,3,1,1,3,2,1,1,2,2,5,1,20,female,village,secondary school
576,A,5,4,3,4,3,4,4,2,4,2,3,2,2,3,3,4,5,2,2,21,female,city,secondary school
577,A,5,3,3,2,4,3,5,3,3,1,2,5,5,2,2,2,2,3,2,21,male,city,secondary school
578,A,5,4,4,2,1,2,5,3,3,1,1,1,1,1,1,1,2,2,1,19,female,city,secondary school
579,A,5,3,3,2,3,2,4,5,2,1,1,4,3,2,4,3,4,1,2,20,female,village,secondary school
580,A,5,3,4,3,2,5,2,5,5,4,3,3,2,5,5,3,2,5,1,19,male,city,college/bachelor degree
581,A,5,3,1,1,1,1,1,1,1,1,1,5,3,2,2,2,1,3,1,21,male,city,secondary school
582,A,5,4,2,2,1,1,4,3,4,3,4,4,5,3,2,5,2,5,1,22,female,city,secondary school
583,A,3,3,4,3,1,3,3,2,3,2,1,4,4,4,3,3,3,4,2,22,male,city,college/bachelor degree
584,A,5,4,2,1,1,3,4,5,4,1,1,5,3,4,4,2,3,1,1,22,male,city,college/bachelor degree
585,A,5,3,4,3,3,2,2,5,3,1,1,2,3,3,3,1,4,4,2,28,female,city,masters degree
586,A,5,3,3,3,3,3,2,3,4,3,1,3,2,4,4,3,4,4,2,21,male,city,secondary school
587,A,5,5,5,3,4,4,3,2,3,4,2,1,3,2,1,5,3,5,1,21,male,village,college/bachelor degree
588,A,5,3,2,1,1,1,1,2,4,4,5,3,4,1,3,2,1,2,1,17,female,city,primary school
589,A,5,3,4,1,1,2,5,2,1,1,1,4,1,1,2,1,5,1,2,21,female,city,secondary school
590,A,5,4,1,1,1,3,4,1,5,5,5,1,2,1,5,3,2,2,2,17,female,village,primary school
591,A,5,3,3,2,3,3,4,3,5,4,3,1,4,4,5,3,4,1,2,28,male,city,masters degree
592,A,4,3,3,3,2,1,5,4,1,1,1,4,2,4,2,2,5,1,2,20,female,city,college/bachelor degree
593,A,5,3,3,3,1,3,3,4,1,1,1,4,2,2,2,2,5,4,1,19,female,city,secondary school
594,A,5,3,2,3,1,4,3,2,5,3,2,2,4,3,3,4,4,1,2,21,female,city,secondary school
595,A,5,3,2,3,1,5,1,3,4,1,4,2,2,4,1,5,1,1,3,23,male,city,college/bachelor degree
596,A,5,5,1,1,1,1,3,1,4,4,5,1,4,1,2,1,1,1,1,17,male,village,primary school
597,A,5,3,4,1,1,2,1,4,3,1,1,4,4,2,2,2,2,5,1,20,male,city,primary school
598,A,5,4,4,2,2,2,2,5,5,2,3,4,2,2,4,3,3,3,2,19,male,city,secondary school
599,A,4,3,4,2,3,2,1,3,4,2,4,4,3,3,3,2,5,3,2,19,male,city,secondary school
600,A,5,4,5,3,4,2,2,5,4,3,3,4,4,2,4,4,2,3,1,19,male,city,secondary school
601,A,5,3,2,1,1,5,3,4,4,4,3,5,5,2,2,4,1,4,1,18,female,city,secondary school
602,A,5,3,1,4,3,4,3,2,4,1,2,1,1,4,5,5,4,1,2,19,female,village,secondary school
603,A,4,4,4,2,3,2,2,5,4,4,2,3,1,4,4,3,3,3,1,22,male,village,secondary school
604,A,5,4,3,2,2,3,4,4,4,2,2,5,3,4,2,4,4,4,2,21,female,city,secondary school
605,A,5,3,3,2,2,1,3,4,4,1,5,4,4,2,2,5,2,1,1,21,female,city,secondary school
606,A,5,3,1,5,5,2,3,3,5,3,4,1,3,3,4,1,1,1,2,21,male,village,college/bachelor degree
607,A,4,3,3,2,1,2,2,5,4,1,2,2,1,2,3,2,2,1,2,22,male,village,secondary school
608,A,3,3,3,1,3,3,3,4,3,3,3,1,3,3,4,1,4,1,2,19,female,city,secondary school
609,A,3,4,2,4,2,4,2,5,1,NA,4,4,4,4,4,4,4,1,5,25,male,city,secondary school
610,A,4,3,3,2,2,5,2,3,3,2,2,5,2,3,2,3,2,4,3,18,male,city,currently a primary school pupil
611,A,5,4,3,2,2,3,2,4,5,4,2,2,2,4,5,4,2,3,2,20,male,city,secondary school
612,A,5,3,3,2,1,1,1,5,3,1,1,3,2,1,2,1,1,3,1,18,female,city,secondary school
613,A,5,3,5,1,1,3,2,3,4,3,3,4,4,3,2,3,5,5,3,23,male,village,secondary school
614,A,5,2,3,2,2,2,1,3,4,3,1,5,2,4,3,4,4,3,1,18,female,city,secondary school
615,A,5,3,4,1,1,3,2,4,4,1,1,1,4,5,3,1,2,5,1,22,female,village,secondary school
616,A,5,3,3,3,1,5,4,4,5,2,3,2,2,5,3,5,3,3,2,20,male,city,secondary school
617,A,3,3,4,1,5,4,1,3,5,3,2,1,4,3,5,1,4,4,1,19,male,city,secondary school
618,A,5,3,3,2,4,5,5,3,4,1,1,1,2,2,1,1,5,1,5,19,female,city,secondary school
619,A,5,5,5,4,2,5,5,5,5,1,1,5,5,5,1,3,5,1,5,23,female,city,college/bachelor degree
620,A,5,1,3,3,1,5,4,3,3,2,2,3,2,3,3,2,3,2,5,27,male,city,secondary school
621,A,5,3,2,1,1,5,2,4,4,1,3,4,1,1,3,3,2,2,1,20,male,city,secondary school
622,A,4,1,4,1,2,2,2,1,3,4,1,1,1,1,2,5,2,5,1,20,NA,city,secondary school
623,A,5,3,5,4,4,5,5,5,4,2,4,3,4,4,5,3,3,4,3,18,female,city,primary school
624,A,5,4,2,3,3,1,1,1,2,2,3,5,4,3,2,1,1,1,1,21,male,city,secondary school
625,A,5,2,3,1,2,1,2,5,5,2,1,4,2,2,4,1,2,1,1,21,female,city,secondary school
626,A,5,4,5,3,2,3,3,5,2,1,3,4,1,2,4,3,5,2,1,19,female,city,secondary school
627,A,5,3,4,2,2,1,1,3,3,2,1,4,4,4,2,2,3,4,2,22,female,village,secondary school
628,A,5,5,4,4,3,1,4,2,1,1,1,1,2,3,3,4,3,2,1,20,female,city,college/bachelor degree
629,A,4,4,3,1,1,2,2,3,5,5,5,4,4,3,3,3,3,2,1,19,male,city,secondary school
630,A,5,3,5,3,2,2,2,4,4,1,1,5,3,2,2,2,5,3,2,20,female,city,college/bachelor degree
631,A,5,5,4,1,3,2,3,5,4,3,2,4,5,4,4,2,5,5,1,19,female,city,secondary school
632,A,5,3,5,2,1,4,5,4,5,3,2,2,2,3,2,3,5,3,3,18,female,village,secondary school
633,A,5,4,4,3,2,2,2,4,3,3,2,5,2,2,3,3,2,4,2,17,male,village,primary school
634,A,5,4,3,5,3,1,1,4,3,1,1,2,3,3,2,1,3,1,1,21,male,city,secondary school
635,A,5,3,3,4,2,4,4,4,3,2,2,4,3,4,3,4,3,2,3,19,female,village,secondary school
636,A,4,2,4,4,2,3,4,4,4,1,1,2,4,4,4,1,4,1,2,25,female,city,masters degree
637,A,5,3,3,5,4,3,3,4,4,1,4,5,5,3,5,5,5,3,4,24,male,village,doctorate degree
638,A,5,2,2,3,2,4,3,5,5,2,5,2,1,2,2,1,1,2,3,29,male,village,masters degree
639,A,5,3,3,3,2,2,5,5,5,3,5,4,4,3,4,3,3,1,3,21,female,city,secondary school
640,A,5,3,2,1,2,1,1,1,5,5,3,1,2,5,5,5,1,1,1,18,male,city,primary school
641,A,5,4,5,2,2,4,3,5,5,4,5,5,2,1,1,1,1,1,1,21,female,city,college/bachelor degree
642,A,5,3,3,3,3,3,3,4,3,2,2,5,4,3,3,3,3,3,3,17,male,city,secondary school
643,A,4,3,4,4,2,5,5,3,3,2,2,2,2,1,1,3,3,3,5,22,male,city,secondary school
644,A,5,3,4,2,1,NA,3,4,5,1,1,4,1,3,4,1,5,2,4,18,female,village,secondary school
645,A,4,5,3,3,2,2,2,5,4,2,2,4,4,2,2,1,3,1,2,18,female,village,primary school
646,A,5,4,4,2,1,4,4,3,2,1,1,4,2,3,2,4,4,5,3,23,male,village,secondary school
647,A,4,3,3,1,2,3,4,4,4,1,1,3,2,2,3,1,3,2,2,22,male,city,secondary school
648,A,5,3,3,1,3,5,4,5,3,1,1,5,2,4,5,3,5,1,1,21,female,village,secondary school
649,A,5,4,5,5,2,2,5,4,3,1,1,3,2,2,4,1,5,2,2,23,female,city,masters degree
650,A,5,3,5,2,2,2,2,3,3,3,3,4,4,4,4,3,3,2,2,17,female,city,currently a primary school pupil
651,A,5,3,4,1,1,1,2,4,2,1,1,4,2,1,2,1,2,3,1,20,male,city,secondary school
652,A,5,4,4,2,2,3,2,3,3,2,2,4,3,3,3,3,4,4,3,22,male,city,secondary school
653,A,4,3,3,2,1,3,1,5,4,1,1,1,1,1,2,1,2,1,1,21,male,city,secondary school
654,A,5,3,3,2,2,3,2,3,5,5,2,1,3,4,5,2,4,1,4,22,female,village,college/bachelor degree
655,A,4,3,4,3,2,3,2,5,3,2,1,3,2,2,2,2,4,3,2,24,male,village,secondary school
656,A,5,3,3,2,2,2,2,3,5,3,4,3,4,2,3,3,2,4,1,19,female,village,secondary school
657,A,5,3,2,2,2,4,2,2,5,3,3,2,1,4,4,3,1,1,4,18,female,city,secondary school
658,A,5,3,4,1,1,1,3,5,3,1,2,4,2,1,2,2,2,1,1,24,female,city,college/bachelor degree
659,A,5,3,5,2,2,3,2,2,2,2,1,5,2,3,2,3,2,4,1,22,male,city,secondary school
660,A,5,2,2,1,1,3,3,4,5,4,4,2,1,3,3,5,2,1,2,20,male,village,secondary school
661,A,5,3,2,2,1,3,1,4,5,3,4,3,5,4,3,3,2,1,2,20,female,city,college/bachelor degree
662,A,5,4,3,1,1,2,3,3,1,1,1,2,1,1,1,1,1,2,1,19,female,city,secondary school
663,A,5,4,3,2,2,1,3,4,4,1,1,3,4,1,3,1,1,2,2,21,female,city,secondary school
664,A,5,3,3,3,2,4,3,NA,3,4,5,3,4,3,3,4,3,2,2,25,male,city,masters degree
665,A,5,2,3,4,4,3,4,1,2,1,1,1,2,3,4,3,5,1,3,28,female,village,masters degree
666,A,5,3,1,2,1,3,1,2,5,5,5,5,5,3,5,5,3,4,4,20,female,city,secondary school
667,A,5,3,2,1,2,2,2,2,5,3,2,1,1,1,4,5,1,1,1,20,female,city,secondary school
668,A,5,3,2,1,1,5,3,1,2,1,3,5,4,4,1,2,2,1,2,23,male,city,secondary school
669,A,5,3,1,2,3,4,2,2,5,5,1,2,2,4,5,5,4,1,2,27,male,city,doctorate degree
670,A,4,3,4,2,3,3,4,3,3,3,4,4,3,3,3,4,4,4,2,21,male,village,college/bachelor degree
671,A,5,3,3,2,2,2,3,3,3,3,1,2,3,3,2,2,5,2,2,23,female,city,secondary school
672,A,5,3,3,3,3,2,3,3,3,1,1,4,4,4,4,4,4,4,3,22,female,city,college/bachelor degree
673,A,3,1,2,4,2,5,5,4,4,2,2,1,1,3,2,3,3,1,5,28,female,city,masters degree
674,A,4,3,2,2,1,3,4,5,4,2,1,3,2,4,4,3,4,1,4,22,female,city,secondary school
675,A,5,4,3,3,1,3,1,3,5,3,3,4,1,1,3,1,3,1,1,18,male,city,college/bachelor degree
676,A,5,3,3,3,3,3,5,5,4,2,1,2,2,2,3,1,3,3,2,25,female,city,secondary school
677,A,5,4,2,2,1,2,2,1,2,2,1,2,1,2,1,5,2,2,2,20,female,city,college/bachelor degree
678,A,4,3,3,2,1,3,3,4,3,2,3,3,3,2,3,1,4,1,1,28,female,city,secondary school
679,A,5,3,2,3,3,3,3,2,5,5,4,1,5,3,4,4,4,1,5,23,female,city,college/bachelor degree
680,A,5,3,2,2,1,2,2,1,5,2,5,3,5,4,5,5,2,3,1,21,female,city,secondary school
681,A,5,4,4,3,4,2,4,5,5,2,3,5,5,2,5,2,5,5,1,25,female,city,college/bachelor degree
682,A,5,5,4,3,2,4,4,3,5,5,4,4,5,4,3,4,4,4,4,28,female,city,masters degree
683,A,4,4,4,2,3,3,3,4,4,3,4,3,4,3,4,3,2,5,2,19,male,village,secondary school
684,A,5,3,2,5,5,3,3,5,5,4,3,3,3,3,5,1,5,1,1,30,female,village,secondary school
685,A,5,5,5,1,1,2,3,5,4,1,2,4,2,2,3,2,4,1,1,28,female,village,secondary school
686,A,5,3,3,2,3,3,4,4,3,2,3,4,3,4,4,1,4,3,2,19,female,village,secondary school
687,A,2,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,21,male,city,college/bachelor degree
688,A,5,3,3,1,2,3,3,3,5,4,4,5,NA,3,5,3,2,1,1,19,male,city,college/bachelor degree
689,A,5,4,4,3,1,3,4,4,5,1,5,3,1,1,2,1,4,1,1,18,female,city,secondary school
690,A,5,3,3,1,2,2,1,4,4,1,2,4,2,2,2,2,4,3,2,18,male,city,secondary school
691,A,5,4,4,1,2,3,2,2,4,1,3,3,3,3,4,4,3,3,2,18,male,city,secondary school
692,A,5,3,4,2,2,2,3,3,4,4,2,4,2,4,5,5,4,2,2,17,female,city,college/bachelor degree
693,A,5,3,2,3,3,3,3,4,5,5,4,4,3,4,4,4,2,2,2,21,male,city,college/bachelor degree
694,A,5,3,3,2,2,3,2,4,3,2,1,4,3,3,3,3,4,4,1,18,female,village,secondary school
695,A,5,3,3,3,4,5,2,3,5,4,2,3,3,5,5,1,5,4,3,21,male,city,college/bachelor degree
696,A,5,4,4,2,2,3,5,5,4,2,2,5,3,4,4,4,4,3,4,23,female,city,college/bachelor degree
697,A,5,3,3,5,3,1,5,5,3,1,1,3,1,3,NA,1,3,3,1,18,female,city,primary school
698,A,5,3,3,1,1,3,3,4,5,3,5,3,1,1,2,2,3,1,2,20,female,city,secondary school
699,A,5,5,5,4,1,3,3,5,3,1,1,5,5,3,2,2,5,2,2,19,female,city,secondary school
700,A,5,3,4,3,1,2,3,5,3,1,2,3,3,2,2,1,5,2,1,20,female,city,secondary school
701,A,5,3,3,3,2,1,1,1,4,2,1,4,2,1,2,1,4,1,1,26,female,village,college/bachelor degree
702,A,5,5,5,4,3,4,2,2,2,1,1,2,2,3,3,2,3,5,4,21,female,city,college/bachelor degree
703,A,5,2,1,3,3,5,2,4,5,5,2,1,1,2,3,3,3,1,4,19,male,city,secondary school
704,A,4,3,3,3,3,3,2,3,4,4,4,3,5,3,3,3,3,1,2,23,male,city,secondary school
705,A,5,3,4,2,1,2,4,5,5,1,2,4,5,2,4,3,5,2,1,21,female,village,secondary school
706,A,5,4,5,1,2,4,3,3,5,3,4,3,5,4,4,5,3,3,2,22,female,village,college/bachelor degree
707,A,5,3,4,2,3,3,4,5,4,2,1,4,3,2,1,3,2,3,2,18,male,city,secondary school
708,A,5,3,2,2,1,3,4,3,4,5,2,2,2,2,3,4,2,2,4,21,female,village,secondary school
709,A,5,4,2,1,1,2,3,5,3,1,1,5,4,1,1,4,1,4,1,23,male,city,secondary school
710,A,5,3,3,2,2,2,2,3,5,5,3,4,3,4,4,5,4,2,2,17,female,city,college/bachelor degree
711,A,4,4,4,3,3,2,2,5,4,1,2,4,5,3,2,2,2,1,1,20,female,city,secondary school
712,A,4,3,3,3,4,2,2,4,4,2,3,2,4,2,4,1,4,1,1,22,female,village,secondary school
713,A,5,3,2,2,2,2,4,4,3,1,1,1,1,3,2,2,4,1,3,20,female,village,secondary school
714,A,5,3,3,4,4,3,3,3,4,1,5,4,5,5,5,5,4,2,2,19,female,village,college/bachelor degree
715,A,5,3,5,3,3,1,3,3,5,1,1,4,5,1,3,3,3,3,1,25,female,village,masters degree
716,A,4,3,2,3,3,3,4,2,5,5,4,1,4,3,3,2,3,1,3,29,male,village,secondary school
717,A,5,3,2,4,5,5,3,2,3,2,1,4,5,3,3,2,2,3,3,29,male,village,secondary school
718,A,5,3,1,1,1,4,3,4,4,2,1,1,1,3,3,3,1,1,1,17,female,city,primary school
719,A,5,4,3,2,2,4,3,5,5,4,5,2,3,5,3,3,2,NA,4,17,female,city,secondary school
720,A,4,3,3,1,3,3,1,5,3,3,2,2,3,2,2,2,2,3,1,19,male,city,secondary school
721,A,4,3,4,2,1,5,3,3,2,4,2,4,4,5,3,5,4,2,4,18,female,city,secondary school
722,A,5,3,3,5,1,5,3,4,4,1,1,1,1,3,3,4,3,1,2,20,female,city,college/bachelor degree
723,A,5,3,3,3,2,5,3,5,5,2,2,4,3,5,4,5,5,2,2,21,female,city,college/bachelor degree
724,A,5,3,4,2,3,3,4,5,4,1,1,2,1,4,3,2,2,1,2,18,female,city,secondary school
725,A,4,3,5,3,3,2,5,5,3,2,2,3,3,3,4,2,5,2,3,19,female,city,primary school
726,A,5,4,4,2,2,4,1,4,2,1,1,4,1,4,2,4,3,3,1,19,male,village,secondary school
727,A,5,3,2,4,2,1,1,5,2,1,1,5,5,3,2,1,2,4,1,20,male,city,secondary school
728,A,5,2,2,1,3,1,1,5,5,3,3,2,2,3,3,1,5,5,1,19,male,village,secondary school
729,A,5,4,5,1,3,2,5,5,2,1,1,5,2,2,3,3,2,3,1,18,female,village,primary school
730,A,5,3,2,2,2,5,4,4,5,4,3,4,4,3,5,4,3,3,3,18,male,city,secondary school
731,A,5,4,1,2,1,3,3,1,5,5,5,3,3,4,2,4,1,1,2,16,female,village,primary school
732,A,5,3,3,2,2,3,2,4,4,1,2,4,3,4,4,5,3,2,2,18,female,city,college/bachelor degree
733,A,5,4,2,1,1,4,2,3,3,2,2,4,3,4,3,2,3,2,2,19,female,village,secondary school
734,A,4,3,3,5,5,5,4,3,4,2,1,1,4,4,4,3,5,1,4,24,female,village,college/bachelor degree
735,A,5,3,3,4,5,5,5,3,2,2,1,1,2,3,3,2,4,1,5,19,female,city,secondary school
736,A,2,1,1,3,2,4,2,1,1,1,1,1,1,1,2,1,1,1,3,NA,female,village,masters degree
737,A,4,3,5,2,4,5,5,4,5,4,3,2,2,4,5,2,5,2,4,20,female,city,college/bachelor degree
738,A,5,1,3,2,1,3,4,3,4,2,1,1,1,4,5,4,4,3,2,21,female,city,college/bachelor degree
739,A,5,5,4,1,1,1,1,3,5,4,2,5,1,1,4,1,1,NA,2,23,male,city,college/bachelor degree
740,A,5,5,3,3,4,4,4,4,5,5,3,1,2,2,5,2,3,3,4,23,male,city,college/bachelor degree
741,A,4,3,5,2,2,2,2,4,4,2,1,5,2,3,3,3,3,2,1,17,male,city,secondary school
742,A,5,3,3,5,1,5,3,3,3,1,1,1,2,5,4,4,4,1,5,18,female,city,secondary school
743,A,5,3,1,3,4,5,3,2,4,2,1,3,4,2,3,4,5,5,2,26,male,village,masters degree
744,A,2,3,2,2,2,2,2,2,4,4,4,3,3,3,3,4,2,1,1,22,male,city,college/bachelor degree
745,A,5,4,2,3,NA,5,4,2,5,4,5,1,3,3,5,5,NA,NA,3,22,male,city,secondary school
746,A,5,3,3,4,3,2,2,3,4,2,2,1,3,2,3,2,NA,5,2,25,male,village,college/bachelor degree
747,A,5,3,3,1,2,3,3,4,5,2,3,1,NA,3,4,4,4,2,2,21,female,city,secondary school
748,A,5,3,4,3,1,5,4,4,2,4,3,5,4,5,2,5,3,3,5,18,female,city,secondary school
749,A,5,3,3,3,3,5,4,3,4,4,5,3,3,3,3,3,3,3,3,15,female,city,currently a primary school pupil
750,A,5,3,2,4,4,1,1,1,5,3,3,1,1,3,5,5,1,1,1,17,male,city,secondary school
751,A,5,3,5,5,2,5,3,3,3,1,1,5,1,5,4,5,5,1,4,22,female,city,college/bachelor degree
752,A,5,3,2,4,1,5,5,5,5,3,4,1,2,3,3,3,4,2,5,21,female,city,secondary school
753,A,5,4,5,2,1,3,4,5,3,1,3,4,2,4,2,2,5,4,2,21,female,village,college/bachelor degree
754,A,5,3,3,2,2,4,3,3,4,2,2,1,3,2,5,5,3,1,2,19,female,village,secondary school
755,A,4,4,2,1,3,2,1,4,3,2,3,4,3,3,3,2,4,3,3,26,male,city,college/bachelor degree
756,A,5,3,2,2,3,3,3,3,5,5,4,1,4,4,5,2,3,1,1,26,female,city,masters degree
757,A,5,4,3,NA,4,NA,3,4,5,5,5,2,5,3,4,4,3,4,2,25,male,city,secondary school
758,A,5,3,5,3,3,5,5,2,3,1,2,5,5,5,3,2,5,5,3,19,female,village,college/bachelor degree
759,A,5,5,4,1,1,2,1,3,1,1,1,3,1,1,2,2,1,5,1,20,male,village,college/bachelor degree
760,A,5,3,5,4,3,5,5,5,4,3,3,3,3,4,5,4,4,2,5,18,male,village,secondary school
761,A,5,3,5,2,2,2,2,5,5,4,4,2,3,2,4,4,2,3,2,25,female,city,college/bachelor degree
762,A,5,4,3,1,1,1,1,4,1,1,2,5,5,1,1,3,1,2,1,23,male,city,secondary school
763,A,5,3,4,1,1,1,1,3,3,1,3,4,5,1,3,5,1,3,1,24,male,city,college/bachelor degree
764,A,5,3,3,2,1,3,3,3,5,3,5,1,1,3,3,4,1,3,3,20,male,village,college/bachelor degree
765,A,5,2,3,1,2,3,4,5,3,1,2,2,2,3,3,2,4,1,3,19,female,village,college/bachelor degree
766,A,5,3,2,1,2,4,3,4,5,5,5,2,2,3,5,4,2,2,1,18,male,village,secondary school
